Sample	posterior	likelihood	prior	lambda	treeHeightLogger	clockRate
0	-29129.05273321859	-29043.06655815695	-85.98617506163829	0.1	0.27524573562401894	0.013045709285188214
500	-26846.240878164364	-26868.02914221851	21.78826405414548	9.008513586915338	0.5645604920949466	0.017153679404156578
1000	-26268.82196013583	-26297.187734551626	28.365774415796995	12.449287602385825	0.589292521601003	0.016498342003664075
1500	-25868.951366584915	-25888.216111323512	19.26474473859616	6.474145393974438	1.8109292709977334	0.01873612765976983
2000	-25824.161253935028	-25845.54835092438	21.387096989350013	6.454001855343837	1.6471553352481096	0.022486791086821944
2500	-25641.854534176524	-25658.87157213159	17.017037955066982	5.270593588208196	1.930989329753748	0.020310508611844788
3000	-25556.641586737343	-25567.780173442974	11.138586705630006	3.344366851445246	2.973912277937828	0.014624211779714147
3500	-25531.959213881848	-25540.611202023283	8.651988141433502	3.46277883791317	3.3077958858896426	0.015143994586255595
4000	-25521.17532229612	-25528.573460422223	7.398138126104238	2.8215756357852926	3.4596842600069433	0.01448546275637461
4500	-25497.049838654726	-25509.29966555353	12.249826898804463	4.524335002211235	2.839953281598863	0.014541141843195552
5000	-25494.40462746532	-25504.39326933641	9.988641871090412	3.6782473275221235	3.191623455399241	0.01414630416723982
5500	-25484.40379511317	-25497.337080324025	12.933285210855491	4.283427392956255	2.7927566690254286	0.014150638782563101
6000	-25482.96354780819	-25494.411664902997	11.448117094806637	3.89008299936623	3.0441404660117186	0.01404575538345317
6500	-25485.22856034287	-25493.162770001843	7.934209658970289	2.226760329215136	3.2851807061227065	0.012341428580885902
7000	-25479.408158660695	-25489.52864182972	10.120483169024247	2.8670763763026716	3.186440303654997	0.014870771968045366
7500	-25482.31371123194	-25490.814101886383	8.500390654442803	2.8023392261996647	3.4392325746711774	0.01287819997697304
8000	-25484.32000244057	-25491.49661459482	7.1766121542511865	2.779105957391569	3.6253468935154336	0.011289061005018699
8500	-25477.6252566795	-25489.18472941775	11.559472738249653	3.4474082127645427	3.0739182220937287	0.014359717605739503
9000	-25477.79961452736	-25489.4232282647	11.623613737336573	3.0784055691129053	3.0234527771074493	0.014176255756836217
9500	-25480.36239842605	-25491.148553409846	10.786154983796521	3.110572082451532	3.139637137601935	0.01371672508667111
10000	-25475.552235297248	-25486.566256637743	11.014021340495864	3.8151792840395258	3.172375842755283	0.013393634238616649
10500	-25481.85903427096	-25489.925862931945	8.066828660981754	4.766369116550412	3.2553880306233154	0.012742299474626143
11000	-25488.537941879174	-25490.10155204239	1.5636101632169388	2.2168545721621182	4.204434047421112	0.010490754217666572
11500	-25486.787233745512	-25490.464639893435	3.677406147922616	2.847857110772752	4.016144700881236	0.010580006272997863
12000	-25498.014521287525	-25492.57692836805	-5.437592919476346	2.212167484068169	4.890368994070286	0.009768394261485838
12500	-25486.44250723363	-25494.68174865876	8.239241425131596	3.5883563762294686	3.569863900742632	0.014102023731538117
13000	-25483.504963746276	-25492.525859366666	9.020895620388751	2.7774262076023057	3.458464165070067	0.013150542749101627
13500	-25478.943319693946	-25486.932780721494	7.989461027549428	2.83858300755535	3.605508488203292	0.01315523645867783
14000	-25488.197747267986	-25494.649044001053	6.451296733065448	3.3267156828294575	3.762518532064817	0.013426110287672736
14500	-25484.439679508087	-25489.750341020183	5.310661512096496	3.218261927156968	3.874316755495548	0.011886632160515671
15000	-25476.74359556264	-25485.68528516494	8.941689602297718	3.4358120016858993	3.4963408309470028	0.012299786566015802
15500	-25481.213818931028	-25483.255176771658	2.04135784062788	2.8306110451618456	4.242687246022161	0.012175808241836863
16000	-25485.386723540454	-25488.807064978522	3.420341438067285	2.9721695392584113	4.098337999758061	0.011740214102580575
16500	-25476.111587069736	-25482.130368571074	6.0187815013375285	3.04404115281887	3.8437997937825754	0.010676821776789792
17000	-25474.90334703098	-25483.8051516923	8.901804661318405	3.510363618376547	3.381288152196286	0.013016720172091474
17500	-25475.99647241722	-25487.09928031382	11.102807896599417	3.206376704892659	3.1079838326436446	0.014067138979738604
18000	-25471.266268752275	-25482.82015215267	11.553883400395812	4.135370702628533	3.018651779033868	0.015517240932703036
18500	-25468.695311013522	-25478.911474144625	10.216163131102476	2.8779589623039827	3.1939978266574975	0.013593608117305268
19000	-25483.475986845668	-25488.828760935765	5.352774090098128	2.5710192934359197	3.805053276954803	0.013350866084541975
19500	-25473.17781937064	-25482.80109623231	9.623276861667083	3.3085502788422625	3.362434445836962	0.013906203481414888
20000	-25472.726089029824	-25483.81975038771	11.09366135788533	3.179668237545745	3.187916185797791	0.013596557133229535
20500	-25479.986661779985	-25492.923120637795	12.93645885781048	4.038107460132787	2.9410665272233736	0.016562102879873353
21000	-25482.842283288646	-25495.85046019961	13.008176910965116	3.950593229190043	2.9163885315941496	0.014459840842140687
21500	-25475.81067855779	-25492.729858079816	16.919179522024013	5.184599070803956	2.3648324476092677	0.01820111904381577
22000	-25476.923642610738	-25494.02850784849	17.104865237750168	7.226495104956407	2.0796229965836943	0.021556081448029098
22500	-25481.7981309542	-25499.65394246793	17.855811513727918	5.2335962734542365	2.1976662068352275	0.025903040214467248
23000	-25469.10768583818	-25487.182406928012	18.074721089834984	4.586728693714858	2.154128495468791	0.02360323031133938
23500	-25470.04901398953	-25485.067148931063	15.01813494153247	4.1583972423638595	2.605329456523305	0.019624471710628373
24000	-25472.66716830994	-25486.294529288236	13.627360978294245	5.086636897081177	2.687806446429922	0.015374896969536924
24500	-25470.65544447678	-25486.3303890885	15.674944611722246	3.437153920613959	2.4556131931104526	0.013574314212834521
25000	-25475.89253901618	-25485.89614322804	10.003604211863646	3.406085070406982	3.2900004842023476	0.01194192482673717
25500	-25479.059589874407	-25485.275660229716	6.2160703553098005	2.7921058557763567	3.79400144337175	0.011574089050287265
26000	-25489.513697181974	-25489.9239731197	0.4102759377279608	3.4999262791555057	4.259340296733143	0.011979016052969608
26500	-25477.136278018585	-25484.38193471054	7.245656691954677	3.628267753951289	3.6255847945533075	0.013337089661565172
27000	-25486.56777747164	-25486.946518370547	0.3787408989095662	3.3778954582934375	4.288399829177122	0.012334728393113855
27500	-25477.657058934612	-25485.534677426353	7.877618491741253	3.504368234821767	3.5967993722045963	0.011875570942128374
28000	-25472.9903472021	-25487.41858907994	14.428241877840472	4.786409331117166	2.7205753883581982	0.013965790623140923
28500	-25467.930850236182	-25477.92742370472	9.996573468539392	3.2727112976208357	3.331767767983958	0.012420362863906688
29000	-25468.065122536587	-25480.07865330809	12.013530771504316	4.77388167743708	2.957873619718522	0.01243771704429212
29500	-25467.91102694246	-25476.758828054328	8.847801111869437	3.0979537860088016	3.486814767950827	0.011176898577139924
30000	-25470.720358704468	-25477.346496612234	6.626137907764237	4.008514338253682	3.600599243863106	0.011299644751203888
30500	-25470.970860897283	-25476.80600528918	5.835144391898861	3.703888826121857	3.727881874218203	0.011025513547886221
31000	-25469.732715034475	-25473.122745504377	3.3900304699000454	3.3056122232106553	4.031099267246388	0.010649563948513342
31500	-25470.0554592142	-25473.919458266944	3.863999052742977	2.9134809898448855	4.044009768903394	0.010717723494194495
32000	-25469.623194379612	-25476.73872714369	7.115532764076108	3.0332311258054308	3.6966196939468103	0.012526530017987298
32500	-25466.289400706733	-25475.907631663853	9.618230957120616	3.1329246169837317	3.388585658906137	0.012266791895741093
33000	-25476.877684329214	-25478.66433555875	1.7866512295351917	2.4122105708397172	4.232937962327121	0.01189310021173626
33500	-25464.24547860133	-25478.03490382075	13.789425219418927	3.9529115855306323	2.8747291056101787	0.013355314377884151
34000	-25465.088737085072	-25480.02163542444	14.932898339368439	3.586856244055196	2.6656775002611184	0.016792866150429995
34500	-25466.313132700972	-25479.232047927922	12.918915226949851	2.8344340968394333	2.7317706636557997	0.01754683771419665
35000	-25476.984054797067	-25488.497545671344	11.51349087427646	3.307662112389785	3.1302794337519555	0.01639761254962149
35500	-25469.10544656536	-25480.897427849508	11.791981284145205	3.134829086246478	3.0627881663554892	0.015974344821000214
36000	-25474.50812218464	-25482.562302066945	8.054179882303533	2.6264407777870145	3.5265665870378813	0.01461876458737134
36500	-25475.873314374534	-25482.17183875297	6.298524378436667	3.2574320931477327	3.783620842476607	0.011789414980691353
37000	-25479.872793141712	-25489.05156058906	9.178767447349692	3.1358193098773546	3.4483080699910826	0.01560996169278793
37500	-25474.8180372765	-25484.982056018023	10.164018741524089	4.745190551830139	3.164061641710073	0.015256923530326226
38000	-25466.070269744545	-25481.195097957643	15.124828213097183	4.601733989634465	2.726556200988772	0.015209645966967243
38500	-25464.840385975476	-25475.881160910707	11.040774935230175	3.4914793607142944	3.2520801994969073	0.015058568010915863
39000	-25465.279224450016	-25476.835409424944	11.556184974928403	4.6929107341878575	3.060487245098663	0.013641732672426922
39500	-25465.494366248764	-25477.917167790765	12.422801542001375	3.4975095937016474	3.050533582957709	0.014006710599466165
40000	-25476.727266310172	-25485.81470302972	9.087436719545929	4.109123719355911	3.3750780167528447	0.011526029574174326
40500	-25478.296509069307	-25485.633424592757	7.336915523448925	2.0377719175563653	3.213783350053877	0.014189955173291708
41000	-25471.632856839657	-25482.356235177147	10.723378337490066	2.720008586025243	3.1023200444380157	0.014726952419062718
41500	-25477.484388602414	-25486.511806015318	9.027417412905143	2.2781269996141904	3.156747253726514	0.01299104695103839
42000	-25473.453993765812	-25483.53850178978	10.084508023967498	3.9241333207733207	3.278374077448645	0.013071041434756667
42500	-25468.94072842025	-25482.69322240498	13.752493984731688	3.757314399882897	2.873463070754657	0.01349516366810214
43000	-25470.91384512385	-25482.721972679443	11.808127555591282	4.728222175738569	2.9850448766476414	0.013922565647380336
43500	-25465.417480306194	-25484.491796880597	19.074316574402374	5.173102755930304	2.1651909834636993	0.01785002918403907
44000	-25472.802440452317	-25486.0177628577	13.215322405383288	3.589704324122212	2.930441259505648	0.012496410858420138
44500	-25475.794023979106	-25486.242282567873	10.448258588768375	4.165034469866215	3.187893288470935	0.014412501450971135
45000	-25469.958218647054	-25485.135478979726	15.177260332671654	5.332318409536858	2.5578904982020476	0.014517392121351584
45500	-25466.866120657873	-25480.68859831515	13.822477657277195	4.160618036606318	2.8107348394500056	0.014254482679385814
46000	-25470.304227023138	-25481.329055015653	11.024827992514808	3.362037968993879	3.1513203824177354	0.013503165010171356
46500	-25472.629938157093	-25488.37295753871	15.74301938161972	4.5925374878572045	2.5085096733244576	0.016614625266523256
47000	-25475.947293918103	-25489.722357027233	13.775063109127789	5.728162249227386	2.5513312602351217	0.01612631435536327
47500	-25472.423109108466	-25486.246206184027	13.823097075562304	3.1043457779837875	2.6757801207412513	0.016390467791942805
48000	-25473.583160407536	-25481.8050938596	8.221933452064075	3.65345540311316	3.5125504272435046	0.013488391657173285
48500	-25475.56510914027	-25482.401384401513	6.836275261245036	4.4468975136424245	3.5108749332081106	0.012654915947114648
49000	-25474.8282636595	-25484.72693207062	9.898668411117791	4.3892505346247	3.24804930952497	0.013680472742481808
49500	-25473.567277256447	-25483.172501929388	9.605224672942573	3.6456720019947104	3.3460565812765886	0.015077666850966806
50000	-25469.987894561786	-25481.616489140433	11.628594578647988	3.344389923755472	3.1354330983430003	0.014964878085667911
50500	-25477.67570436482	-25490.872589483282	13.196885118459527	3.900919661243994	2.8951753454875893	0.016453414211157962
51000	-25482.63125399278	-25495.123976606716	12.49272261393632	3.2766305521685943	2.927316165006879	0.017739199033614043
51500	-25479.088698290412	-25492.300176901466	13.211478611053366	4.658324210588144	2.8361293715039806	0.014205258390507954
52000	-25489.44496361948	-25499.593184445308	10.148220825828211	3.2403807879542805	3.2675713602857264	0.01507679420163909
52500	-25490.25274799644	-25497.55275629597	7.300008299528411	3.02092733434747	3.645998930681657	0.011665411533234743
53000	-25490.102970390162	-25495.737598597552	5.634628207390218	2.582352922982589	3.817543695519241	0.011904326443128813
53500	-25477.46818331684	-25484.875098137563	7.406914820724001	2.9202703079239787	3.6424211983834582	0.012075453771148444
54000	-25484.765855421072	-25486.756749103413	1.990893682342211	2.9308157366980585	4.226379033632024	0.009923583355280385
54500	-25487.75975571969	-25493.84729868148	6.08754296179053	2.7737163935257554	3.7643463786950226	0.011123106538586598
55000	-25485.380835745138	-25485.540095360877	0.1592596157381141	2.7015054297024035	4.392625733449201	0.009350355217255734
55500	-25475.958289422753	-25483.940436840254	7.982147417499023	4.238818263782522	3.3824439137301745	0.013750562945481137
56000	-25480.42637558307	-25486.15888306422	5.7325074811540695	3.379193824962071	3.8325964809381565	0.012120434988786505
56500	-25477.404510709683	-25482.506789634273	5.102278924589328	2.8435561508712093	3.94901601723785	0.010611678881677019
57000	-25478.31201123902	-25485.88252627685	7.570515037832376	3.0323474639911323	3.6592260799233713	0.011809834366128568
57500	-25480.604223511284	-25485.013415515103	4.409192003820249	3.6043327402542276	3.9152365100025146	0.011371868242430791
58000	-25476.83522648007	-25483.463960199624	6.628733719554906	2.2602674572898347	3.6032403446672645	0.012938586412498537
58500	-25480.23243838252	-25489.18776542	8.955327037479666	2.8050728413715715	3.3655885134282673	0.01392783601801321
59000	-25473.692709728162	-25485.321971750738	11.62926202257491	3.214801707944614	3.129621938523441	0.01182864478785039
59500	-25469.54233808307	-25483.940730605318	14.39839252224982	3.799183779756995	2.782538717667031	0.014396428996920724
60000	-25469.031478103454	-25482.430839988025	13.399361884571476	4.683855321420796	2.830570531604869	0.015480725116561091
60500	-25472.86719773531	-25482.118681908927	9.251484173615074	2.8575478138843073	3.388073120321288	0.014190079945546125
61000	-25473.348264707292	-25485.412646671146	12.064381963852941	3.009061351530411	3.1032921881550064	0.014932589270525015
61500	-25474.124525185893	-25484.674070535635	10.549545349742772	4.5453684856958425	3.2159670686120823	0.016388230661013914
62000	-25477.599869363356	-25488.82927047713	11.229401113774266	4.143344860734495	3.197741082662858	0.016586405360918134
