Sample	posterior	likelihood	prior	lambda	treeHeightLogger	clockRate
0	-479235.85128118086	-479163.75606790796	-72.09521327290757	0.11932658852780756	0.17453632721143233	0.01
500	-413896.9054032238	-413936.9682233918	40.062820167966876	11.552713642974156	0.3830300683390296	0.011849093318601461
1000	-408716.3376074252	-408748.9262900014	32.58868257619638	9.648096439861964	0.837597795236536	0.010571670552747253
1500	-407927.5795277872	-407960.760018196	33.18049040881091	8.173553782589437	0.8372068480096778	0.010675892215822965
2000	-407294.2038427497	-407324.6677983032	30.46395555350751	8.99313116521331	0.8387035214013455	0.009782019106523506
2500	-405792.27425606776	-405821.7317798958	29.457523828033594	6.109656500331074	1.0187984530096998	0.010027803763539001
3000	-405026.67744405224	-405058.78724794753	32.109803895268435	5.900013173270436	0.8656137743839715	0.009985675714048256
3500	-404895.2413765708	-404928.8973568269	33.65598025615545	9.993690203757955	0.9117388437765906	0.009906573527610362
4000	-404821.6102311518	-404854.80881199485	33.198580843069614	6.9927130616716004	0.9069153222267238	0.010509778528395988
4500	-404792.33622061176	-404825.7974191818	33.46119857002617	8.214450706342674	0.9212661360150594	0.010509778528395988
5000	-404710.7560878763	-404744.1508901138	33.39480223751466	9.50739971129631	0.9221718843718756	0.01052967892730589
5500	-404664.6747407495	-404697.57174464123	32.897003891674345	7.510011036176699	0.9504638209837969	0.01047019858158261
6000	-404601.32480052597	-404631.7836912646	30.458890738584024	6.374267824344751	1.0229454634170738	0.010114644366233643
6500	-404588.97503343824	-404620.2698154007	31.29478196246782	8.063388573397622	1.0195739922399918	0.010136433779284502
7000	-404572.69572755106	-404603.7140721667	31.018344615672056	6.66575718815535	1.0128852876522845	0.01033184474522564
7500	-404571.1744302755	-404601.9122774954	30.737847219858505	8.486783772425781	1.0383721586444417	0.010238119686587926
8000	-404543.3793417855	-404573.20608784514	29.826746059660124	8.399025054573864	1.1187210691109428	0.010616183410472812
8500	-404525.6918700189	-404555.5930585751	29.90118855621239	8.684031474401781	1.113478709001623	0.010747668413332079
9000	-404514.8206242859	-404544.3507093436	29.530085057731238	6.2427993201589915	1.1251637722104733	0.010759388816382987
9500	-404511.0188786702	-404541.2524673906	30.233588720430276	6.585417972443096	1.104212847167498	0.010759388816382987
10000	-404508.5317062186	-404538.9820883177	30.45038209906732	9.943601184706578	1.0732301962216106	0.010773835505786917
10500	-404505.94955633825	-404536.85993703577	30.91038069749661	9.23807882087063	1.0393476924997385	0.01066326989977193
11000	-404481.2415177031	-404511.9633554666	30.721837763514607	9.714235688269596	1.0375725385644956	0.010767342496130627
11500	-404477.4387470756	-404507.4696462975	30.030899221873632	10.317259111692318	1.0455647268257429	0.0108786525102338
12000	-404464.2194600484	-404494.9153370312	30.695876982745812	7.7435453959697345	1.0703207564194055	0.010946472275288643
12500	-404460.3782191245	-404490.47510244115	30.096883316626485	8.588671049251456	1.0898667755881744	0.010809511260206683
13000	-404440.3883674155	-404470.4764378999	30.088070484386584	7.454826156947651	1.1031828986874443	0.010687445853783093
13500	-404414.7193020777	-404444.1179323924	29.398630314701045	8.148379053754546	1.1200591872678185	0.010453139451229339
14000	-404407.06380786566	-404435.2001526441	28.136344778382075	10.597189030622637	1.0991871532220063	0.010607279404921543
14500	-404407.40130234184	-404437.2970389278	29.895736585936056	7.8768696942266745	1.1087069624841999	0.010732185648199163
