Sample	posterior	likelihood	prior	lambda	treeHeightLogger	clockRate
40000	-363171.6775261336	-363172.5913537158	0.9138275821904669	2.3836638484266426	3.445244475541871	0.004928658604007434
40500	-363169.24242769217	-363169.83460499195	0.5921772997688164	1.9409044474787156	3.4802802010932856	0.004678482988911358
41000	-363171.297018668	-363172.08147998835	0.7844613203508723	1.708516981704093	3.4201845987700477	0.004689423082990587
41500	-363167.6786999588	-363166.2489989434	-1.429701015376395	2.535612270856423	3.5616719985726903	0.004606393161926754
42000	-363171.32118994795	-363165.0154140058	-6.3057759421595065	2.4812707411202024	3.7195732731147477	0.004500066139460835
42500	-363169.6964340103	-363164.7434650196	-4.952968990681631	2.569381358217686	3.6782854111719945	0.004645788610685041
43000	-363166.5442345419	-363166.34492248064	-0.19931206123873046	1.6508849638740146	3.4863322733947957	0.004639356321594577
43500	-363170.21959659876	-363169.6301319595	-0.589464639272224	1.6172327187179791	3.5048020537732008	0.00480563022286795
44000	-363173.34431982593	-363173.0209314465	-0.3233883794140988	2.198364627261704	3.5284267633242092	0.004557070397071987
44500	-363166.3871368095	-363167.44084575947	1.0537089499309777	2.162618462532341	3.4396621678496677	0.004699012271939523
45000	-363163.02533509675	-363164.5399896547	1.5146545578980755	2.3980409014258033	3.3458990019903494	0.004931551190406434
45500	-363165.46940930974	-363166.0551620928	0.5857527830307054	2.3157372229531994	3.4703117055361314	0.004857853441877693
46000	-363167.2181226325	-363167.38891163835	0.17078900588402668	2.350626652031641	3.4911788135041144	0.004834268654786484
46500	-363169.43688659964	-363170.3970206874	0.9601340877804825	2.2477143129763544	3.431318999020484	0.005011373262453724
47000	-363163.1035453058	-363164.5420408276	1.4384955218300162	2.21992326985568	3.3425888305876117	0.005115857885488499
47500	-363170.0027131269	-363171.59488158295	1.5921684560511205	2.0952625006249206	3.3264994472434113	0.005206921799635005
48000	-363169.81917706627	-363171.3917935659	1.5726164996002279	2.4305179177541394	3.3529135021100287	0.005036704840041331
48500	-363171.8632010452	-363173.56191734545	1.6987163002586154	2.1183861288430945	3.3747691202615453	0.004854275281600859
49000	-363171.94489735225	-363172.8309137089	0.8860163566575778	2.9245992262173033	3.277978191456643	0.004906829689082633
49500	-363168.62067041337	-363169.49437436863	0.873703955261929	1.6612450882318006	3.3194412705290213	0.005036918476683085
50000	-363174.69270931534	-363173.0278907235	-1.6648185918672533	1.3195481933357793	3.2267040015299235	0.005154790248261383
50500	-363176.3928328658	-363177.78036081145	1.387527945637256	2.544681772777094	3.3822845400758172	0.005068829371757672
51000	-363168.0699926232	-363169.6721861805	1.602193557284572	2.4271735289758842	3.3843163448992666	0.005029654406555091
51500	-363168.36070051836	-363168.7503951171	0.38969459876272783	2.319743858596128	3.4974284263914486	0.004886754711206854
52000	-363171.66854511306	-363173.41722596047	1.7486808474066402	2.345493831921861	3.3717577433778514	0.005006379876462745
52500	-363166.7444589093	-363168.40377107525	1.65931216590615	2.223094156664165	3.388610806960525	0.004943936023048142
53000	-363165.566318385	-363166.86002801167	1.293709626653353	2.6790773601060085	3.26730819477163	0.004881447370569841
53500	-363169.59285424976	-363170.0636171249	0.47076287515225435	1.808892492607599	3.221489584519217	0.004787817529459001
54000	-363168.96192952053	-363169.8868541661	0.9249246455767324	2.542979614866188	3.2262209048311976	0.004891516960222257
54500	-363163.7861727983	-363164.8380051831	1.0518323848051514	2.692901244352708	3.3396213969784476	0.004891658084927993
55000	-363164.5803596149	-363165.5975277234	1.0171681084639994	2.162203266337157	3.447559940700605	0.004680571398484266
55500	-363163.316797227	-363164.0205828172	0.7037855901816155	2.417064645282793	3.4491983860533817	0.0048021970424133665
56000	-363167.5714323764	-363167.08495132445	-0.48648105192222335	1.391203190678323	3.3448594482048453	0.0048829880696063315
56500	-363167.93752216466	-363169.20004090655	1.2625187418820065	1.8852356081891994	3.3331022516765945	0.00501973923081544
57000	-363174.55487173353	-363176.1408013198	1.5859295862594687	2.180392025801036	3.339109677301566	0.004842533186398191
57500	-363172.356517306	-363172.7966449092	0.44012760315935395	2.7217151912139514	3.4273712889750616	0.0048042936206155375
58000	-363176.45933743834	-363177.3977321665	0.9383947281872569	1.8110844983213565	3.416587752670475	0.004852975611675327
58500	-363172.48598184186	-363173.94588825636	1.4599064144881284	2.361878069888188	3.347706435030796	0.004792028858373155
59000	-363171.82463405054	-363173.0165235418	1.1918894912910227	2.5784983979133362	3.2896387317786213	0.004946555464078753
59500	-363170.22282813286	-363171.2195508489	0.9967227160361825	2.631313570042547	3.2629140670802923	0.0052671509042561
60000	-363172.5622019814	-363173.3725290649	0.8103270834900789	2.022851563959442	3.2262477758829644	0.005213351730268402
60500	-363167.032614898	-363166.88742730813	-0.1451875898414654	2.3402290880867986	3.1455970137739078	0.00526504341107215
61000	-363170.69535708334	-363169.7833338294	-0.9120232539699469	2.800733970383038	3.128666297722308	0.00523831183254553
61500	-363168.03497927194	-363168.01440425334	-0.02057501862333755	1.8789046794623767	3.177756043029584	0.0050921719484590105
62000	-363167.87519357173	-363166.45540584653	-1.4197877251766347	1.4019021868406714	3.214668430300655	0.005122627404678645
62500	-363169.83380676986	-363170.25895444106	0.4251476711825628	2.259799293617116	3.4814619477308253	0.005007855486951407
63000	-363173.6592955526	-363173.5038355505	-0.15546000208048394	2.300341768205073	3.515469344966578	0.004919497144236044
63500	-363174.67452776467	-363172.70126022067	-1.9732675440185696	2.3935747858311585	3.5961824453791804	0.004860597302104325
64000	-363172.7479600003	-363171.61318970873	-1.1347702915487998	2.269959182980386	3.568719397090556	0.0048553352123421965
64500	-363168.68838712224	-363170.32604431	1.6376571877405297	2.039310906514264	3.346047639897158	0.0050380138089976545
65000	-363173.8651413123	-363174.149741103	0.28459979070171215	2.461075596370635	3.162872928628097	0.005053475976440569
65500	-363177.07498597534	-363176.8600976895	-0.21488828585502606	2.3254728106526463	3.132213681748918	0.005222696964844249
66000	-363173.4111494858	-363174.0638180417	0.6526685559131495	1.8343615072084691	3.227397755857218	0.005156491493528084
66500	-363172.45335558115	-363173.2670241729	0.813668591724328	1.6551903927539529	3.34104252220541	0.005346006245961304
67000	-363169.97794096445	-363171.6448093114	1.6668683469370755	2.235715989923919	3.302598485026649	0.0050679672529540505
67500	-363169.3115090609	-363170.9995472191	1.6880381581988573	2.0863502894413637	3.354281095490072	0.005036331322900388
68000	-363169.39664426824	-363170.9264929559	1.5298486876190047	2.1454199135001506	3.2772576271815748	0.0051264598966201625
68500	-363170.6773376594	-363171.4809142419	0.8035765825080903	2.8898491996541873	3.2930351579161234	0.004949689941243054
69000	-363174.17089734535	-363174.77283477935	0.6019374339983363	1.6295339831865159	3.399977814791872	0.004891236612131767
69500	-363168.1739243055	-363169.3393900884	1.1654657829233788	2.1843165380871916	3.425600813385171	0.004861541574035823
70000	-363172.214280691	-363172.33049157856	0.11621088754762621	1.6636764224204872	3.4664034062995825	0.00488558799013698
70500	-363171.80994416756	-363172.6020304013	0.7920862337295418	2.7594161669212784	3.250233175473094	0.005053392837959053
71000	-363171.94207043503	-363171.9366875758	-0.005382859192487821	2.8894675313709506	3.1885472221676396	0.004979772011785987
71500	-363167.5507257008	-363169.0779952651	1.5272695642688099	2.3392311922962388	3.2901656548547664	0.004866836265938425
72000	-363164.3998592121	-363165.27172953374	0.8718703216112846	2.794541232816865	3.2942156676054597	0.004916681680898552
72500	-363164.90622864815	-363166.14388736594	1.237658717797209	2.5922265806084726	3.273722180105939	0.00478929831903283
73000	-363167.6594592514	-363168.96377225104	1.3043129996429412	2.499967887363159	3.2721364267796256	0.004754437896334827
73500	-363168.96905739815	-363170.58697522635	1.617917828205469	2.073116895756692	3.340954436894935	0.004735792920454472
74000	-363162.4646374354	-363163.9644848008	1.499847365453018	2.1220016900431866	3.3798301938670967	0.004782296198355361
74500	-363167.33989914414	-363166.9871522784	-0.35274686571008473	1.60076355928156	3.493515318025705	0.00478735675692838
75000	-363167.06512224453	-363167.537195281	0.47207303650232735	2.7512272631319545	3.428423737855306	0.004910253168492031
75500	-363166.55363319797	-363167.6308940021	1.077260804133795	2.247706644678161	3.4349147409417573	0.004998368365480963
76000	-363167.8499546112	-363168.45900805556	0.6090534443577154	1.611944247605871	3.3732767384405733	0.004965671086705
76500	-363171.3500749758	-363172.3931410646	1.043066088818727	2.62210487448363	3.3842678185677784	0.004977705878201894
77000	-363165.4106127126	-363165.98509960464	0.5744868920245096	1.7552520635743967	3.455339855582316	0.0045506940672510035
77500	-363168.58911424276	-363166.8204274784	-1.768686764320849	1.4449046452449337	3.5399998317499133	0.0046705052264591025
78000	-363167.4625181851	-363166.12274083804	-1.3397773470478924	1.542832378537019	3.541573794700465	0.004557470872200501
78500	-363170.73900490283	-363172.48979479884	1.7507898959843535	2.2321159146008704	3.3113613305361147	0.004649051165962401
79000	-363167.9679867014	-363168.8861148466	0.9181281452141699	2.450292569483123	3.4418715305622163	0.004774475643284938
79500	-363166.73432568414	-363167.8185923275	1.0842666433468446	2.0260836382831378	3.443475717007538	0.004671755798810649
80000	-363170.4895645624	-363170.26332456677	-0.22623999563633035	1.4968249280898993	3.4472350977121144	0.004609173743535993
80500	-363170.6711458233	-363169.3644537688	-1.3066920545192744	2.8836981189073456	3.5147000902505354	0.004681236011742338
81000	-363171.7619475443	-363172.25415104075	0.4922034964779245	1.5928483379291238	3.4039955834642033	0.004547047748481131
81500	-363172.52403484174	-363170.8595734159	-1.664461425877743	2.708597816108322	3.5553181542877605	0.004553013256189277
82000	-363170.8534068608	-363172.05103249784	1.1976256370721456	1.7712829295541488	3.344700353147356	0.004766882376739996
82500	-363171.129038194	-363171.1358795816	0.00684138762126274	1.4951987038852959	3.4086108837861517	0.004797119278046056
83000	-363167.5399832715	-363168.4769176771	0.9369344055983078	2.6602135800092936	3.3912173749651875	0.004750649458222109
83500	-363167.2876072261	-363168.4844294327	1.1968222066296468	1.8907579023722378	3.2798809004603227	0.00495357770413752
84000	-363170.1713337935	-363171.66011213505	1.488778341584318	1.9524486211930756	3.3567557823545706	0.004869599227384038
84500	-363166.6561822212	-363168.33484947943	1.6786672582218776	2.226627181706943	3.3071067252555535	0.0049617187092602846
85000	-363168.71910893	-363169.3140342271	0.5949252971120647	1.9385038990484755	3.480196292679201	0.00468206935444221
85500	-363172.1584054639	-363171.1105539676	-1.0478514962956957	2.094324993049773	3.5716311158694927	0.004552664249523954
86000	-363169.2667528685	-363170.4011245392	1.134371670712846	2.2535984213939626	3.4420666311194204	0.00474004221841975
86500	-363173.1625571743	-363171.79135515075	-1.3712020235298201	2.2333042718930507	3.579439551680413	0.004903027681738307
87000	-363171.6371860966	-363172.5265070069	0.8893209103211079	2.7071635061912023	3.3978931307480074	0.005005154445934243
87500	-363172.4718500824	-363173.44213228713	0.9702822047523201	1.8203070476913377	3.421641088369427	0.005059990933746475
88000	-363173.58132407774	-363174.121077386	0.5397533082703614	2.217074893850707	3.4834290002455313	0.005015457560565748
88500	-363175.41192266	-363176.26264574606	0.8507230860137707	2.6920423003732203	3.253827778566002	0.005066352725994079
89000	-363171.7916058964	-363172.52136273694	0.7297568405399915	2.822371008823032	3.31667567314912	0.00505881828876772
89500	-363169.48236214544	-363170.45808287297	0.9757207275321678	2.6313516221729834	3.3301023876199993	0.004998859581338803
90000	-363168.3820916157	-363168.82170847803	0.43961686235133435	2.326914975056914	3.4707554796481	0.005132648690054994
90500	-363166.72050243337	-363167.0290184947	0.3085160613506641	1.9179998924000135	3.4892050938208525	0.0048413034911683125
91000	-363167.7056541474	-363168.4728713545	0.7672172071235144	2.088506199863263	3.4623088738020127	0.004857188858341082
91500	-363162.78796291153	-363163.34461483726	0.5566519257129974	2.4841375778876342	3.4575528716227937	0.004842213920091958
92000	-363169.3867342769	-363169.8657922737	0.4790579968330828	2.2481119418476516	3.4832556325232633	0.00475933262278995
92500	-363167.6562638563	-363165.74012018356	-1.9161436727164034	2.0437887990104793	3.600977779091479	0.004581170103050141
93000	-363171.97103908873	-363171.90218225925	-0.06885682947382499	1.9974485685116043	3.5206904702985873	0.004596117481794214
93500	-363173.6948309931	-363174.38619675644	0.6913657633963508	1.7620956309508655	3.4410720151736056	0.004695562982973823
94000	-363165.63051882235	-363166.61390566494	0.983386842601151	2.57792753212415	3.4029226173356637	0.004840470853823818
94500	-363170.0367273234	-363169.126263107	-0.9104642163770338	3.4062370571989833	3.345157718166811	0.004771677693689204
95000	-363172.2474386508	-363173.5704318332	1.3229931824263472	1.8246921473136146	3.3666332497568203	0.004715875586509388
95500	-363171.19129855954	-363172.10206507734	0.9107665178228386	1.9037368545147328	3.448979309472486	0.004666851117319244
96000	-363172.072492682	-363172.58590375795	0.5134110759040373	1.6811217623919752	3.4446433939934202	0.004582289759508455
96500	-363174.90937553905	-363174.98658692284	0.07721138376661862	2.273091516603181	3.517413817368565	0.004442848264864505
97000	-363168.1460830116	-363169.2133335183	1.067250506708353	1.7514232712457336	3.398140638851308	0.004768862607246011
97500	-363166.88905648066	-363168.310439826	1.4213833453052382	2.0932658551071035	3.2610074252846113	0.004958834458170862
98000	-363171.5027879641	-363172.85239918827	1.3496112241255211	2.377720853701629	3.25960014246244	0.00486319531669739
98500	-363167.5080965061	-363168.8430974075	1.335000901345981	1.9999517311777235	3.281846443300012	0.005119427949052021
99000	-363165.430595704	-363166.9182276402	1.4876319361859265	2.2493173542734737	3.282396395901166	0.0050442726922659735
99500	-363167.886363782	-363169.3815067721	1.4951429900948972	2.014776483832136	3.3733549515151764	0.005057962129398909
100000	-363172.1923464493	-363173.5625095927	1.370163143395784	2.382996451349815	3.384433420815243	0.0050101305940828435
100500	-363167.5535623288	-363168.5507384147	0.9971760858878955	1.9718271186502125	3.4293765227762436	0.004971560626278201
101000	-363166.51771347615	-363167.80865943216	1.290945956036107	2.208649541352281	3.4000820899492306	0.004957905801116644
101500	-363168.2623108558	-363168.6616977593	0.39938690349220796	1.843261893527112	3.472588406891508	0.0048974294083801734
102000	-363173.08706757205	-363173.16800097364	0.08093340160797613	1.5799083430991498	3.432736769156526	0.005125372449662004
102500	-363174.2000801482	-363175.34157716716	1.1414970190003286	1.851931392974573	3.3695412117018173	0.005080297787687431
103000	-363176.02632388787	-363176.82947809465	0.8031542067716764	1.9447513662892837	3.44166432206279	0.005027200656965937
103500	-363173.4428547961	-363171.70780280646	-1.7350519896942718	2.749690363642576	3.5419600344440716	0.00483124614992856
104000	-363172.10976327414	-363169.6373866292	-2.4723766449566185	2.219240986483926	3.6176914947044345	0.004494919690181097
104500	-363165.31303228077	-363166.27532537375	0.9622930929842974	2.4518658099125923	3.4215519027600356	0.004819734562296275
105000	-363170.43397032615	-363167.4215962373	-3.012374088838693	1.2027025837763399	3.515169103629362	0.005007230075696309
105500	-363165.015081274	-363165.11675094033	0.10166966635836072	2.0149904425872815	3.5063087775039556	0.0047275138630671065
106000	-363165.97992832516	-363167.3213109382	1.34138261304747	2.0113196778149334	3.3855906275213514	0.004960193862377684
106500	-363166.14307549584	-363166.25336744776	0.11029195194189079	2.905972244162908	3.4001680868343223	0.00501832915279841
107000	-363166.3440524069	-363167.6707203399	1.3266679330041224	2.315770965635635	3.390660082678488	0.004959743167295643
107500	-363166.0693721491	-363166.46437768696	0.3950055378358348	2.458883780260049	3.474754745554525	0.0046173451831900214
108000	-363174.3279158762	-363171.8808752797	-2.447040596471725	3.61949542787176	3.418451063301682	0.004542241007659558
108500	-363168.7087060681	-363169.8976050686	1.1888990004794655	2.5237526633993186	3.255688045889429	0.004910458315385336
109000	-363164.24352528894	-363165.6129823051	1.369457016146728	1.9731426067588174	3.3975916364684298	0.004703332276618419
109500	-363167.40992512385	-363167.2466613837	-0.16326374014719036	1.5224017267671086	3.4480854129953515	0.004715354338255944
110000	-363166.6533203546	-363166.2432670034	-0.410053351168977	2.626031210364899	3.503749712772395	0.004761182382617035
110500	-363161.94213433104	-363163.44897436793	1.5068400368945527	2.4238511004027643	3.3389431873358935	0.005114004743306155
111000	-363164.4041300462	-363164.8321102045	0.4279801582813123	1.7809034502885468	3.4645624755482527	0.005009697173069465
111500	-363170.52670374245	-363172.129331883	1.602628140509334	2.141374378775662	3.2998921962915717	0.004987445887254706
112000	-363167.1321338508	-363168.2033243548	1.071190503965493	2.6711022671454034	3.3634860721396937	0.004883445954523908
112500	-363167.27576595085	-363168.80430174945	1.5285357985727002	2.0945041243451787	3.3632544882084203	0.004973695711085303
113000	-363168.8740842308	-363170.3740690718	1.4999848409744327	2.015662974577929	3.357284207429961	0.004880811240595264
113500	-363169.2683877524	-363170.40170524444	1.1333174920033482	2.615831789460385	3.270540379105741	0.0050439765868444215
114000	-363164.96190361003	-363166.55057295033	1.5886693403239995	2.0229763477368663	3.3474299016820517	0.00491248305719115
114500	-363169.390116996	-363170.0512369168	0.6611199207789902	2.852620485085793	3.2576410539187766	0.004930008804402447
115000	-363169.811881652	-363171.2626994216	1.4508177696425921	2.4801504904756033	3.284172452535452	0.004846887987131414
115500	-363169.7004091976	-363171.2846461099	1.5842369123055926	2.06558411665471	3.374169558094182	0.0047925654955562275
116000	-363170.79933483514	-363172.14884054434	1.3495057091669	2.339948570604999	3.408768790864504	0.0048033404105792795
116500	-363170.3586712407	-363170.110009019	-0.24866222169789687	3.067504385781209	3.4171463072811545	0.004940862400019774
117000	-363168.6850184046	-363169.6908718439	1.0058534392546035	1.9557264973753075	3.445504072963247	0.004822051973932026
117500	-363171.7271680089	-363172.7050116607	0.9778436517661202	2.6680244628230096	3.3917220793366045	0.004978472212923904
118000	-363170.83612037706	-363171.8803414357	1.0442210586380414	2.2653461661011334	3.4476047097755824	0.004984167398155844
118500	-363170.0657890813	-363171.4399120545	1.3741229732630957	2.4728213109742287	3.3911333786277646	0.005012198058508501
119000	-363166.735377069	-363168.333473739	1.5980966699867665	2.449050962384044	3.323784526732703	0.0050647899235920675
119500	-363168.82007956953	-363168.8052407017	-0.014838867819928936	1.5475976499059918	3.263724463996928	0.00517612084704186
120000	-363165.52554044407	-363167.1459171052	1.620376661130364	2.3476966251150895	3.292086791416793	0.00514517452404946
120500	-363167.4093679707	-363166.75168380764	-0.6576841630949612	1.4180164267472681	3.2655637662333277	0.005125842182734244
121000	-363163.8583982687	-363163.509126109	-0.34927215967709957	1.824576529894891	3.1625955740526672	0.005179079563086105
121500	-363166.0215578304	-363167.59550880425	1.5739509738462978	2.1294394788107627	3.374860370472712	0.0051378017851164024
122000	-363173.52627642965	-363174.76675112976	1.240474700115879	2.6188277999381047	3.341635369532973	0.00506874628009177
122500	-363172.108916795	-363172.36335374875	0.2544369537557811	2.69610465115808	3.4513983184034434	0.00498159041165204
123000	-363170.13309298013	-363170.04632358137	-0.08676939876735901	1.5583248752127956	3.456485687901784	0.004941909121716351
