sort,Standard_image,Standard.ID,Perched_Image,iNat_image,iNat.observation,DATE,year,data.type,Julian.date,image.julian.year,longitude,latitude,iNat.photo.quality.score,Std.photo.issue,iNat.photo.issues,iNat.AI.object.recognized,Site_code_revised,iNat.AI.proportion,iNat.manual.proportion,Standard.AI.hw.proportion,Standard.AI.fw.proportion,Standard.AI.tw.proportion,Standard.manual.hw.proportion,Standard.manual.fw.proportion,Standard.manual.tw.proportion,MAIN_BAS_3,MAIN_BAS_5,HYBAS_ID_5,HYBAS_ID_4,HYBAS_ID_3,ddRAD_hydro_ID_5,ddRAD_hydro_ID_4,ddRAD_hydro_ID_3,iNat.AI.datasource,iNat.manual.datasource,Standard.AI.datasource,Standard.manual.datasource,note,draft.estimate.prop.pigment,best.estimate.source,CLUSTER,iNat.AI.corrected,iNat.manual.corrected,Standard.AI.hw.corrected
6247,NA,NA,NA,95354238,95354238,18/09/2021,2021,Y-N-N-N,261,NA2612021,-81.87267153,40.24076947,10,NA,N-N-N-N,TRUE,NA,0.209807928,NA,NA,NA,NA,NA,NA,NA,7030047060,7050047060,7050568950,7040612640,7030047060,FALSE,TRUE,TRUE,perching_wing_2024-01-17.csv,NA,NA,NA,,0.219912828,iNat.AI,F,0.219912828,NA,NA
6135,NA,NA,NA,57073176,57073176,20/08/2020,2020,Y-N-N-N,233,NA2332020,-82.23368679,39.45745076,7,NA,N-N-N-N,TRUE,NA,0.209866602,NA,NA,NA,NA,NA,NA,NA,7030047060,7050047060,7050568950,7040612640,7030047060,FALSE,TRUE,TRUE,perching_wing_2024-01-17.csv,NA,NA,NA,,0.219975758,iNat.AI,F,0.219975758,NA,NA
6423,6516,DSC_6516_1-5_0,200-202,151560235,151560235,18/03/2023,2023,Y-N-Y-Y,77,6516772023,-88.458281,16.77747,9,N-N-N-N,N-N-N-N,TRUE,BZ04,0.288376909,NA,0.222517611,0.10923766,0.163934061,0.21999223,0.102639978,0.161316104,7050050930,7030049280,7050050930,7040050930,7030049280,TRUE,TRUE,TRUE,perching_wing_2024-01-17.csv,NA,my_photos_edited_all_CV_JPD_VERIFIED_Feb2024,CR2022_WingImageMeasurements_Jingyi_updated,,0.21999223,Std.Manual,D,0.304179868,NA,0.252040362
2821,2473,NA,861-862,29058162,29058162,12/07/2019,2019,Y-N-N-Y,193,24731932019,-77.468227,37.524547,8,NA,N-Y-N-N,TRUE,RCJR01,0.125362469,NA,NA,NA,NA,0.22,0.071749128,0.142960102,7030038340,7050041410,7050041410,7040041410,7030038340,TRUE,TRUE,TRUE,perching_wing_2024-01-17.csv,NA,NA,ImageMeasurements2004-2021.xlsx,,0.220268077,Std.Manual,F,NA,NA,NA
5697,NA,NA,NA,65664736,65664736,26/11/2020,2020,Y-N-N-N,331,NA3312020,-100.5104533,26.53671167,9,NA,N-N-N-N,TRUE,NA,0.210463734,NA,NA,NA,NA,NA,NA,NA,7030049270,7050049270,7050790520,7040049270,7030049270,FALSE,FALSE,FALSE,perching_wing_2024-01-17.csv,NA,NA,NA,,0.220616195,iNat.AI,G,0.220616195,NA,NA
1568,468,ggov,NA,NA,NA,19/04/2011,2011,N-N-N-Y,109,4681092011,-95.06953333,18.55605,NA,NA,NA,NA,PA,NA,NA,NA,NA,NA,0.221,0.06839575,0.140483227,7030049280,7050050650,7050050650,7040050650,7030049280,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.220759411,Std.Manual,D,NA,NA,NA
6138,NA,NA,NA,35793342,35793342,26/08/2019,2019,Y-N-N-N,238,NA2382019,-81.42775167,39.57327167,9,NA,N-N-N-N,TRUE,NA,0.210629171,NA,NA,NA,NA,NA,NA,NA,7030047060,7050047060,7050568950,7040612640,7030047060,FALSE,TRUE,TRUE,perching_wing_2024-01-17.csv,NA,NA,NA,,0.22079363,iNat.AI,F,0.22079363,NA,NA
78,3731,a05,NA,NA,NA,10/07/2005,2005,N-N-N-Y,191,37311912005,-103.9516333,18.96106667,NA,NA,NA,NA,AR,NA,NA,NA,NA,NA,0.221,0.005948357,0.108917264,7030000010,7050005420,7050005420,7040005420,7030000010,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.220826469,Std.Manual,B,NA,NA,NA
5895,NA,NA,NA,68862171,68862171,12/11/2012,2012,Y-N-N-N,317,NA3172012,-88.6144839,16.7896068,8,NA,N-N-N-N,TRUE,NA,0.210760026,NA,NA,NA,NA,NA,NA,NA,7030049280,7050050930,7050050930,7040050930,7030049280,TRUE,TRUE,TRUE,perching_wing_2024-01-17.csv,NA,NA,NA,,0.220933976,iNat.AI,D,0.220933976,NA,NA
1521,84,YWOB,NA,NA,NA,12/04/2011,2011,N-N-N-Y,102,841022011,-95.06953333,18.55605,NA,NA,NA,NA,PA,NA,NA,NA,NA,NA,0.221,NA,NA,7030049280,7050050650,7050050650,7040050650,7030049280,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.221083752,Std.Manual,D,NA,NA,NA
3857,9155,290-2023-images-early 2023 pacific titia marking-IMG_9155_1-5_0,NA,NA,NA,22/03/2023,2023,N-N-Y-N,81,9155812023,-83.129204,8.692327,NA,N-N-N-N,NA,NA,KM32,NA,NA,0.192159266,0.016789305,0.100385574,NA,NA,NA,7050000010,7030000010,7050000010,7040000010,7030000010,TRUE,TRUE,TRUE,NA,NA,standard_wing_2022-2023-editied-A1-5B0.xlsx,NA,,0.221102355,Std.AI,A,NA,NA,0.221102355
1922,1233,ygpy,NA,NA,NA,19/05/2012,2012,N-N-N-Y,140,12331402012,-95.06953333,18.55605,NA,NA,NA,NA,PA,NA,NA,NA,NA,NA,0.221,0.053812199,0.134287496,7030049280,7050050650,7050050650,7040050650,7030049280,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.221118239,Std.Manual,D,NA,NA,NA
2844,2502,NA,919-920,29062423,29062423,13/07/2019,2019,Y-N-N-Y,194,25021942019,-77.888715,37.666007,8,NA,N-N-N-N,TRUE,GCJR01,0.247830625,NA,NA,NA,NA,0.221,0.041447529,0.12746992,7030038340,7050041410,7050041410,7040041410,7030038340,TRUE,TRUE,TRUE,perching_wing_2024-01-17.csv,NA,NA,ImageMeasurements2004-2021.xlsx,,0.221178291,Std.Manual,F,0.260693045,NA,NA
1912,1062,bppb,NA,NA,NA,11/05/2012,2012,N-N-N-Y,132,10621322012,-95.06953333,18.55605,NA,NA,NA,NA,PA,NA,NA,NA,NA,NA,0.221,0.07722677,0.14629808,7030049280,7050050650,7050050650,7040050650,7030049280,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.221268529,Std.Manual,D,NA,NA,NA
4430,NA,NA,NA,191535159,191535159,18/11/2023,2023,Y-N-N-N,322,NA3222023,-81.96781416,33.38931604,9,NA,N-N-N-N,TRUE,NA,0.211085831,NA,NA,NA,NA,NA,NA,NA,7030042040,7050043500,7050043500,7040043170,7030042040,FALSE,TRUE,TRUE,perching_wing_2024-01-17.csv,NA,NA,NA,,0.221283409,iNat.AI,NA,0.221283409,NA,NA
2292,4029,NA,NA,NA,NA,26/05/2013,2013,N-N-Y-Y,146,40291462013,-98.88086667,29.34323333,NA,N-N-N-N,NA,NA,CV,NA,NA,0.241552569,0.110561401,0.174044972,0.221,0.064745182,0.140282909,7030047840,7050048620,7050048620,7040048420,7030047840,TRUE,TRUE,TRUE,NA,NA,my_photos_edited_all_CV_JPD_VERIFIED_Feb2024,ImageMeasurements2004-2021.xlsx,,0.221296468,Std.Manual,H,NA,NA,0.271438774
654,8788,gbv,NA,NA,NA,30/05/2007,2007,N-N-N-Y,150,87881502007,-103.9516333,18.96106667,NA,NA,NA,NA,AR,NA,NA,NA,NA,NA,0.222,0.035647243,0.124616896,7030000010,7050005420,7050005420,7040005420,7030000010,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.221546665,Std.Manual,B,NA,NA,NA
1529,120,VVYB,NA,NA,NA,14/04/2011,2011,N-N-N-Y,104,1201042011,-95.06953333,18.55605,NA,NA,NA,NA,PA,NA,NA,NA,NA,NA,0.222,NA,NA,7030049280,7050050650,7050050650,7040050650,7030049280,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.221565028,Std.Manual,D,NA,NA,NA
3473,233,212-2022-images-late 2022 pacific titia specimens-3W0A0233_1-5_0,NA,NA,NA,14/06/2022,2022,N-N-Y-N,165,2331652022,-83.19527764,8.643006915,NA,N-N-N-N,NA,NA,GO01,NA,NA,0.192621045,0.011046726,0.096652372,NA,NA,NA,7030000010,7050000010,7050000010,7040000010,7030000010,TRUE,TRUE,TRUE,NA,NA,standard_wing_2022-2023-editied-A1-5B0.xlsx,NA,,0.221572951,Std.AI,A,NA,NA,0.221572951
1563,441,ywvo,NA,NA,NA,19/04/2011,2011,N-N-N-Y,109,4411092011,-95.06953333,18.55605,NA,NA,NA,NA,PA,NA,NA,NA,NA,NA,0.222,0.030771518,0.120525014,7030049280,7050050650,7050050650,7040050650,7030049280,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.221870559,Std.Manual,D,NA,NA,NA
3537,1184,259-2023-images-early 2023 atlantic titia marking-CRW_1184_1-5_0,NA,NA,NA,01/04/2023,2023,N-N-Y-N,91,1184912023,-83.362618,10.120276,NA,N-N-N-N,NA,NA,MAD01,NA,NA,0.192915403,0.086044003,0.137865854,NA,NA,NA,7050054670,7030049280,7050054670,7040054670,7030049280,TRUE,TRUE,TRUE,NA,NA,standard_wing_2022-2023-editied-A1-5B0.xlsx,NA,,0.22187293,Std.AI,C,NA,NA,0.22187293
6152,NA,NA,NA,35781875,35781875,30/08/2019,2019,Y-N-N-N,242,NA2422019,-81.42267667,39.49122,10,NA,N-N-N-N,TRUE,NA,0.21167588,NA,NA,NA,NA,NA,NA,NA,7030047060,7050047060,7050568950,7040612640,7030047060,FALSE,TRUE,TRUE,perching_wing_2024-01-17.csv,NA,NA,NA,,0.22191625,iNat.AI,F,0.22191625,NA,NA
6275,NA,NA,NA,186244544,186244544,02/10/2023,2023,Y-N-N-N,275,NA2752023,-81.93888289,40.32890015,8,NA,N-N-N-N,TRUE,NA,0.211748856,NA,NA,NA,NA,NA,NA,NA,7030047060,7050047060,7050568950,7040612640,7030047060,FALSE,TRUE,TRUE,perching_wing_2024-01-17.csv,NA,NA,NA,,0.221994519,iNat.AI,F,0.221994519,NA,NA
2190,3198,NA,NA,NA,NA,08/07/2012,2012,N-N-N-Y,190,31981902012,-93.4894,31.0762,NA,NA,NA,NA,BF,NA,NA,NA,NA,NA,0.222,0.06276417,0.139699892,7030047840,7050047850,7050047850,7040047850,7030047840,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.222047474,Std.Manual,H,NA,NA,NA
2624,7374,WOV,4517,7627790,7627790,06/07/2017,2017,Y-Y-N-Y,187,73741872017,-89.60606667,31.16033333,7,NA,Y-N-N-N,TRUE,LCSB3,0.759303721,0.285134276,NA,NA,NA,0.222,0.09452308,0.155654036,7030046750,7050046750,7050046750,7040046750,7030046750,TRUE,TRUE,TRUE,perching_wing_2024-01-17.csv,MarkedIndividualsMASTER.xlsx,NA,ImageMeasurements2004-2021.xlsx,,0.222135113,Std.Manual,H,NA,0.219891191,NA
2503,3906,NA,NA,NA,NA,29/03/2017,2017,N-N-N-Y,88,3906882017,-83.19527764,8.643006915,NA,NA,NA,NA,GO01,NA,NA,NA,NA,NA,0.223,0.008789164,0.110678518,7030000010,7050000010,7050000010,7040000010,7030000010,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.222816436,Std.Manual,A,NA,NA,NA
1537,185,GVVG,NA,NA,NA,15/04/2011,2011,N-N-N-Y,105,1851052011,-95.06953333,18.55605,NA,NA,NA,NA,PA,NA,NA,NA,NA,NA,0.223,0.00899916,0.112061377,7030049280,7050050650,7050050650,7040050650,7030049280,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.223025471,Std.Manual,D,NA,NA,NA
86,3756,a14,NA,NA,NA,10/07/2005,2005,N-N-N-Y,191,37561912005,-103.9516333,18.96106667,NA,NA,NA,NA,AR,NA,NA,NA,NA,NA,0.223,0.003360978,0.107500279,7030000010,7050005420,7050005420,7040005420,7030000010,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.223288129,Std.Manual,B,NA,NA,NA
2534,6739,NA,NA,NA,NA,01/04/2017,2017,N-N-N-Y,91,6739912017,-83.21884101,10.12255901,NA,NA,NA,NA,MAAA,NA,NA,NA,NA,NA,0.223,0.043243642,0.129346896,7030049280,7050054670,7050054670,7040054670,7030049280,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.223437546,Std.Manual,C,NA,NA,NA
1866,6771,ybgb,NA,NA,NA,16/04/2012,2012,N-N-N-Y,107,67711072012,-95.06953333,18.55605,NA,NA,NA,NA,PA,NA,NA,NA,NA,NA,0.223,0.084979252,0.151230472,7030049280,7050050650,7050050650,7040050650,7030049280,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.223464591,Std.Manual,D,NA,NA,NA
1818,6317,gbyb,NA,NA,NA,11/04/2012,2012,N-N-N-Y,102,63171022012,-95.06953333,18.55605,NA,NA,NA,NA,PA,NA,NA,NA,NA,NA,0.223,0.073757794,0.145892821,7030049280,7050050650,7050050650,7040050650,7030049280,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.223496285,Std.Manual,D,NA,NA,NA
2928,6535,NA,NA,NA,NA,18/08/2019,2019,N-N-N-Y,230,65352302019,-90.3509,36.56368,NA,NA,NA,NA,MO03,NA,NA,NA,NA,NA,0.224,0.06229338,0.139416554,7030047060,7050047060,7050682360,7040686540,7030047060,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.22355384,Std.Manual,H,NA,NA,NA
760,9073,pvy,NA,NA,NA,12/06/2007,2007,N-N-N-Y,163,90731632007,-96.39358333,18.68691667,NA,NA,NA,NA,OT,NA,NA,NA,NA,NA,0.224,0.044656732,0.130653392,7030049280,7050050000,7050050000,7040050000,7030049280,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.223648689,Std.Manual,D,NA,NA,NA
6110,NA,NA,NA,132846373,132846373,25/08/2022,2022,Y-N-N-N,237,NA2372022,-84.51915527,41.75564597,7,NA,N-N-N-N,TRUE,NA,0.213399397,NA,NA,NA,NA,NA,NA,NA,7030034520,7050034520,7050494540,7040402430,7030034520,FALSE,TRUE,TRUE,perching_wing_2024-01-17.csv,NA,NA,NA,,0.223764761,iNat.AI,F,0.223764761,NA,NA
1553,337,bbbw,NA,NA,NA,18/04/2011,2011,N-N-N-Y,108,3371082011,-95.06953333,18.55605,NA,NA,NA,NA,PA,NA,NA,NA,NA,NA,0.224,0.060699787,0.13767632,7030049280,7050050650,7050050650,7040050650,7030049280,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.223768994,Std.Manual,D,NA,NA,NA
3156,3771,NA,NA,NA,NA,20/06/2021,2021,N-N-N-Y,171,37711712021,-95.069297,16.524052,NA,NA,NA,NA,RLPE01,NA,NA,NA,NA,NA,0.224,0.04419887,0.131354446,7030000010,7050002710,7050002710,7040000010,7030000010,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.223806868,Std.Manual,B,NA,NA,NA
3864,9206,297-2023-images-early 2023 pacific titia marking-IMG_9206_1-5_0,NA,NA,NA,23/03/2023,2023,N-N-Y-N,82,9206822023,-83.129204,8.692327,NA,N-N-N-N,NA,NA,KM32,NA,NA,0.194825701,0.014069456,0.099857509,NA,NA,NA,7050000010,7030000010,7050000010,7040000010,7030000010,TRUE,TRUE,TRUE,NA,NA,standard_wing_2022-2023-editied-A1-5B0.xlsx,NA,,0.223819703,Std.AI,A,NA,NA,0.223819703
6298,NA,NA,NA,98614018,98614018,15/10/2021,2021,Y-N-N-N,288,NA2882021,-82.08360961,40.34972257,10,NA,N-N-N-N,TRUE,NA,0.213638832,NA,NA,NA,NA,NA,NA,NA,7030047060,7050047060,7050568950,7040612640,7030047060,FALSE,TRUE,TRUE,perching_wing_2024-01-17.csv,NA,NA,NA,,0.224021561,iNat.AI,F,0.224021561,NA,NA
2562,4476,NA,NA,NA,NA,08/04/2017,2017,N-N-N-Y,98,4476982017,-83.19527764,8.643006915,NA,NA,NA,NA,GO01,NA,NA,NA,NA,NA,0.224,0.057896004,0.136724006,7030000010,7050000010,7050000010,7040000010,7030000010,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.224197408,Std.Manual,A,NA,NA,NA
6072,NA,NA,NA,57802436,57802436,27/08/2020,2020,Y-N-N-N,240,NA2402020,-81.9362225,42.53570569,10,NA,N-N-N-N,TRUE,NA,0.213862641,NA,NA,NA,NA,NA,NA,NA,7030034520,7050034520,7050494360,7040402430,7030034520,TRUE,TRUE,TRUE,perching_wing_2024-01-17.csv,NA,NA,NA,,0.224261601,iNat.AI,F,0.224261601,NA,NA
6321,NA,NA,NA,180531289,180531289,27/08/2023,2023,Y-N-N-N,239,NA2392023,-82.9825826,35.81761257,8,NA,N-N-N-N,TRUE,NA,0.213987183,NA,NA,NA,NA,NA,NA,NA,7030047060,7050047060,7050610850,7040612640,7030047060,FALSE,TRUE,TRUE,perching_wing_2024-01-17.csv,NA,NA,NA,,0.224395176,iNat.AI,F,0.224395176,NA,NA
778,9170,tit2,NA,NA,NA,15/06/2007,2007,N-N-N-Y,166,91701662007,-96.39358333,18.68691667,NA,NA,NA,NA,OT,NA,NA,NA,NA,NA,0.224,0.082176059,0.150530684,7030049280,7050050000,7050050000,7040050000,7030049280,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.224422341,Std.Manual,D,NA,NA,NA
2003,1721,bgobb,NA,NA,NA,21/06/2012,2012,N-N-Y-Y,173,17211732012,-98.88086667,29.34323333,NA,Y-N-N-N,NA,NA,CV,NA,NA,0.227108247,0.115454704,0.168983755,0.224,0.065403434,0.14177322,7030047840,7050048620,7050048620,7040048420,7030047840,TRUE,TRUE,TRUE,NA,NA,my_photos_edited_all_CV_JPD_VERIFIED_Feb2024,ImageMeasurements2004-2021.xlsx,,0.224488818,Std.Manual,H,NA,NA,0.256718652
5864,NA,NA,NA,151560245,151560245,18/03/2023,2023,Y-N-N-N,77,NA772023,-88.46001652,16.77509802,8,NA,N-N-N-N,TRUE,NA,0.214128556,NA,NA,NA,NA,NA,NA,NA,7030049280,7050050930,7050050930,7040050930,7030049280,TRUE,TRUE,TRUE,perching_wing_2024-01-17.csv,NA,NA,NA,,0.224546801,iNat.AI,D,0.224546801,NA,NA
6289,NA,NA,NA,97954624,97954624,10/10/2021,2021,Y-N-N-N,283,NA2832021,-82.15777723,40.36545928,9,NA,N-N-N-N,TRUE,NA,0.214129544,NA,NA,NA,NA,NA,NA,NA,7030047060,7050047060,7050568950,7040612640,7030047060,FALSE,TRUE,TRUE,perching_wing_2024-01-17.csv,NA,NA,NA,,0.22454786,iNat.AI,F,0.22454786,NA,NA
2225,3295,NA,NA,NA,NA,09/07/2012,2012,N-N-N-Y,191,32951912012,-93.4894,31.0762,NA,NA,NA,NA,BF,NA,NA,NA,NA,NA,0.225,0.090813528,0.155803553,7030047840,7050047850,7050047850,7040047850,7030047840,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.224721289,Std.Manual,H,NA,NA,NA
4499,NA,NA,NA,33170959,33170959,21/09/2019,2019,Y-N-N-N,264,NA2642019,-81.15229167,28.68539667,10,NA,N-N-N-N,TRUE,NA,0.214383551,NA,NA,NA,NA,NA,NA,NA,7030042040,7050043860,7050043860,7040043170,7030042040,TRUE,TRUE,TRUE,perching_wing_2024-01-17.csv,NA,NA,NA,,0.224820289,iNat.AI,E,0.224820289,NA,NA
670,8812,boy,NA,NA,NA,31/05/2007,2007,N-N-N-Y,151,88121512007,-103.9516333,18.96106667,NA,NA,NA,NA,AR,NA,NA,NA,NA,NA,0.225,0.0315369,0.124134278,7030000010,7050005420,7050005420,7040005420,7030000010,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.225183964,Std.Manual,B,NA,NA,NA
3920,9909,456-2023-images-late 2023 pacific titia marking-IMG_9909_1-5_0,NA,NA,NA,07/06/2023,2023,N-N-Y-N,158,99091582023,-83.129204,8.692327,NA,N-N-N-N,NA,NA,KM32,NA,NA,0.196354204,0.027913585,0.108808731,NA,NA,NA,7050000010,7030000010,7050000010,7040000010,7030000010,TRUE,TRUE,TRUE,NA,NA,standard_wing_2022-2023-editied-A1-5B0.xlsx,NA,,0.225377391,Std.AI,A,NA,NA,0.225377391
2495,6424,NA,NA,NA,NA,27/03/2017,2017,N-N-N-Y,86,6424862017,-84.00100702,10.42143999,NA,NA,NA,NA,LSSE,NA,NA,NA,NA,NA,0.225,0.026523087,0.122187635,7030049280,7050054660,7050054660,7040054660,7030049280,FALSE,FALSE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.225403736,Std.Manual,C,NA,NA,NA
2166,2494,vyoy,NA,NA,NA,27/06/2012,2012,N-N-Y-Y,179,24941792012,-98.88086667,29.34323333,NA,N-N-N-N,NA,NA,CV,NA,NA,0.228059272,0.15898832,0.19178534,0.225,0.144654282,0.183030855,7030047840,7050048620,7050048620,7040048420,7030047840,TRUE,TRUE,TRUE,NA,NA,my_photos_edited_all_CV_JPD_VERIFIED_Feb2024,ImageMeasurements2004-2021.xlsx,,0.225417268,Std.Manual,H,NA,NA,0.257687836
1528,119,bwwv,NA,NA,NA,14/04/2011,2011,N-N-N-Y,104,1191042011,-95.06953333,18.55605,NA,NA,NA,NA,PA,NA,NA,NA,NA,NA,0.225,0.045348335,0.132859025,7030049280,7050050650,7050050650,7040050650,7030049280,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.225459002,Std.Manual,D,NA,NA,NA
3880,9370,313-2023-images-early 2023 pacific titia marking-IMG_9370_1-5_0,NA,NA,NA,26/03/2023,2023,N-N-Y-N,85,9370852023,-83.129204,8.692327,NA,N-N-N-N,NA,NA,KM32,NA,NA,0.196436426,0.035795479,0.111895643,NA,NA,NA,7050000010,7030000010,7050000010,7040000010,7030000010,TRUE,TRUE,TRUE,NA,NA,standard_wing_2022-2023-editied-A1-5B0.xlsx,NA,,0.225461183,Std.AI,A,NA,NA,0.225461183
2408,16,NA,NA,NA,NA,16/05/2014,2014,N-N-N-Y,136,161362014,-83.21430146,8.704332355,NA,NA,NA,NA,RB01,NA,NA,NA,NA,NA,0.226,NA,NA,7030000010,7050000010,7050000010,7040000010,7030000010,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.225525913,Std.Manual,A,NA,NA,NA
337,4639,s03,NA,NA,NA,22/07/2005,2005,N-N-N-Y,203,46392032005,-105.1458833,19.98145,NA,NA,NA,NA,tm,NA,NA,NA,NA,NA,0.226,0,0.107752953,7030000010,7050005420,7050005420,7040005420,7030000010,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.225642575,Std.Manual,B,NA,NA,NA
4522,NA,NA,NA,64932882,64932882,14/11/2020,2020,Y-N-N-N,319,NA3192020,-81.65640333,29.19181333,10,NA,N-N-N-N,TRUE,NA,0.21518557,NA,NA,NA,NA,NA,NA,NA,7030042040,7050043860,7050043860,7040043170,7030042040,TRUE,TRUE,TRUE,perching_wing_2024-01-17.csv,NA,NA,NA,,0.225680474,iNat.AI,E,0.225680474,NA,NA
6183,NA,NA,NA,32247715,32247715,06/09/2019,2019,Y-N-N-N,249,NA2492019,-82.36923751,39.5151281,9,NA,N-N-N-N,TRUE,NA,0.215204972,NA,NA,NA,NA,NA,NA,NA,7030047060,7050047060,7050568950,7040612640,7030047060,FALSE,TRUE,TRUE,perching_wing_2024-01-17.csv,NA,NA,NA,,0.225701282,iNat.AI,F,0.225701282,NA,NA
3839,8865,185-2022-images-late 2022 pacific titia marking-IMG_8865_1-5_0,NA,NA,NA,15/06/2022,2022,N-N-Y-N,166,88651662022,-83.19527764,8.643006915,NA,N-N-N-N,NA,NA,GO01,NA,NA,0.196884886,0.034493304,0.111370954,NA,NA,NA,7030000010,7050000010,7050000010,7040000010,7030000010,TRUE,TRUE,TRUE,NA,NA,standard_wing_2022-2023-editied-A1-5B0.xlsx,NA,,0.225918206,Std.AI,A,NA,NA,0.225918206
5459,NA,NA,NA,138045169,138045169,08/10/2022,2022,Y-N-N-N,281,NA2812022,-97.93708,29.86500333,8,NA,N-N-N-N,TRUE,NA,0.215456871,NA,NA,NA,NA,NA,NA,NA,7030047840,7050048620,7050048620,7040048420,7030047840,TRUE,TRUE,TRUE,perching_wing_2024-01-17.csv,NA,NA,NA,,0.22597145,iNat.AI,H,0.22597145,NA,NA
266,4559,n31,NA,NA,NA,22/07/2005,2005,N-N-N-Y,203,45592032005,-105.1458833,19.98145,NA,NA,NA,NA,tm,NA,NA,NA,NA,NA,0.226,0,0.107422589,7030000010,7050005420,7050005420,7040005420,7030000010,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.226437203,Std.Manual,B,NA,NA,NA
3859,9167,292-2023-images-early 2023 pacific titia marking-IMG_9167_1-5_0,NA,NA,NA,22/03/2023,2023,N-N-Y-N,81,9167812023,-83.129204,8.692327,NA,N-N-N-N,NA,NA,KM32,NA,NA,0.197411978,0.008926125,0.098990151,NA,NA,NA,7050000010,7030000010,7050000010,7040000010,7030000010,TRUE,TRUE,TRUE,NA,NA,standard_wing_2022-2023-editied-A1-5B0.xlsx,NA,,0.226455362,Std.AI,A,NA,NA,0.226455362
703,8900,tit1,NA,NA,NA,01/06/2007,2007,N-N-N-Y,152,89001522007,-103.9516333,18.96106667,NA,NA,NA,NA,AR,NA,NA,NA,NA,NA,0.227,0,0.109181993,7030000010,7050005420,7050005420,7040005420,7030000010,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.226760076,Std.Manual,B,NA,NA,NA
1588,703,vvvv,NA,NA,NA,23/04/2011,2011,N-N-N-Y,113,7031132011,-95.06953333,18.55605,NA,NA,NA,NA,PA,NA,NA,NA,NA,NA,0.227,0.058563246,0.139657585,7030049280,7050050650,7050050650,7040050650,7030049280,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.226783348,Std.Manual,D,NA,NA,NA
3355,4133,NA,NA,NA,NA,22/08/2021,2021,N-N-N-Y,234,41332342021,-82.365287,29.6604773,NA,NA,NA,NA,ACHC01,NA,NA,NA,NA,NA,0.227,0.080974842,0.150801716,7030042040,7050043860,7050043860,7040043170,7030042040,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.226884207,Std.Manual,E,NA,NA,NA
1827,6362,bowg,NA,NA,NA,11/04/2012,2012,N-N-N-Y,102,63621022012,-95.06953333,18.55605,NA,NA,NA,NA,PA,NA,NA,NA,NA,NA,0.227,0.08786114,0.153669701,7030049280,7050050650,7050050650,7040050650,7030049280,TRUE,TRUE,TRUE,NA,NA,NA,ImageMeasurements2004-2021.xlsx,,0.227292656,Std.Manual,D,NA,NA,NA
