"","species","hw.raw","hw.logit","time"
"50","A","0.523782877027529","0.0551454787545291","trough"
"51","A","0.210554902019894","-1.38282982467331","trough"
"52","A","0.464737075662466","-0.181548712067324","trough"
"53","A","0.329440399596649","-0.756344687826031","trough"
"54","A","0.265083780428259","-1.0716797132086","trough"
"55","A","0.421962883903874","-0.3558568108395","trough"
"56","A","0.503651618864948","-0.0253948892167142","trough"
"57","A","0.435875668371486","-0.298698533100988","trough"
"58","A","0.275379034","-1.01819555264235","trough"
"59","A","0.254968588","-1.12562936360163","trough"
"60","A","0.246633124","-1.17122780752762","trough"
"61","A","0.248725625","-1.15967895830789","trough"
"62","A","0.271233869","-1.03956534809676","trough"
"63","A","0.241340597","-1.2007568919386","trough"
"64","A","0.239679453","-1.21012206879067","trough"
"65","A","0.199229866","-1.45502208039219","trough"
"66","A","0.259257279","-1.10257739915238","trough"
"67","A","0.267237802","-1.06037498028083","trough"
"68","A","0.224827253","-1.29606952269491","trough"
"69","A","0.238876285","-1.21466720373465","trough"
"70","A","0.240517334","-1.20539236536487","trough"
"71","A","0.210942775","-1.38041239794622","trough"
"72","A","0.252668754","-1.13810337386723","trough"
"73","A","0.273996203","-1.02530055721583","trough"
"74","A","0.238216683","-1.2184082914868","trough"
"75","A","0.23916212","-1.21304837840365","trough"
"76","A","0.233301717","-1.24652811676453","trough"
"77","A","0.20733351","-1.40304405617514","trough"
"78","A","0.235031093","-1.2365843247805","trough"
"79","A","0.339812876","-0.709031511736257","trough"
"80","A","0.255929722","-1.12043975837062","trough"
"81","A","0.404313078","-0.429218014234429","trough"
"82","A","0.352732203","-0.651142148268448","trough"
"83","A","0.283618935","-0.976338369816994","trough"
"84","A","0.248146318","-1.16286925259271","trough"
"85","A","0.247884056","-1.1643153062854","trough"
"86","A","0.234235447","-1.24115246055031","trough"
"87","A","0.254580657","-1.12772787625657","trough"
"88","A","0.316219834","-0.817851890854947","trough"
"89","A","0.3057019","-0.867849851764715","trough"
"90","A","0.280344997","-0.992872913786424","trough"
"91","A","0.253557569","-1.13327309361487","trough"
"92","A","0.230963988","-1.26005753528664","trough"
"93","A","0.166804210933828","-1.68220122078186","trough"
"94","A","0.174378183233222","-1.62600637002303","trough"
"95","A","0.188654432087384","-1.52549053893668","trough"
"96","A","0.189629833086173","-1.51885741089197","trough"
"97","A","0.203678779263639","-1.42628119024763","trough"
"98","A","0.212424445782865","-1.37120985932217","trough"
"99","A","0.264283689207485","-1.07589471703151","trough"
"100","A","0.31185904701371","-0.838460844072312","trough"
"101","A","0.235045460795271","-1.2365019387677","trough"
"102","A","0.313456550531392","-0.83089173495183","trough"
"103","A","0.287555428140019","-0.956620045608845","trough"
"104","B","0.738510846846636","0.987080327789947","peak"
"105","B","0.599633676705799","0.362451224890725","peak"
"106","B","0.178176151827476","-1.59860874458889","trough"
"107","B","0.199602104005168","-1.45259766984294","trough"
"108","B","0.190190396926271","-1.51505806936716","trough"
"109","B","0.175262423743901","-1.61958273810974","trough"
"110","B","0.135655001299463","-1.93993496650794","trough"
"111","B","0.304426797010429","-0.873980121182591","trough"
"112","B","0.133307822240678","-1.96147208730876","trough"
"113","B","0.128606779775145","-2.00569021034414","trough"
"114","B","0.13592935432585","-1.93744013292161","trough"
"115","B","0.15258826216489","-1.79395705252101","trough"
"116","B","0.140089993743772","-1.90016329469151","trough"
"117","B","0.166354462108933","-1.68560680484943","trough"
"118","B","0.195917094298172","-1.47676136580623","trough"
"119","B","0.199782733066469","-1.45142253480378","trough"
"120","B","0.279766229981917","-0.995808946697917","trough"
"121","B","0.320161044981698","-0.799366509298656","trough"
"122","B","0.169077065291649","-1.66511124830289","trough"
"123","B","0.26688208451932","-1.06223756947676","trough"
"124","B","0.25982107859881","-1.09956676391497","trough"
"125","B","0.169680483594839","-1.66060735510194","trough"
"126","B","0.166741891993936","-1.6826726366234","trough"
"127","B","0.166461859374858","-1.68479284785201","trough"
"128","B","0.169998786596773","-1.65823710492907","trough"
"129","B","0.179886984810329","-1.58642843365787","trough"
"130","B","0.18018656622134","-1.58430561328937","trough"
"131","B","0.182696526475218","-1.56663571292083","trough"
"132","B","0.202100152253781","-1.43642123767958","trough"
"133","B","0.236092136984299","-1.23051022451025","trough"
"134","B","0.190367979153874","-1.51385639174527","trough"
"135","B","0.184749074505077","-1.55233640721325","trough"
"136","B","0.148456232476933","-1.82817159384629","trough"
"137","B","0.241665812982498","-1.19892890592545","trough"
"138","C","0.800093984662052","1.3254920217825","peak"
"139","C","0.8141913127428","1.41269909491923","peak"
"140","C","0.871975356864551","1.8317944392707","peak"
"141","C","0.80280202377435","1.34189879261778","peak"
"142","C","0.689935652017776","0.753476101284034","peak"
"143","C","0.499850258959786","-0.0406045420644949","peak"
"144","C","0.933633599705296","2.49277264316517","peak"
"145","C","0.829387207611074","1.51220128190059","peak"
"146","C","0.945639254600609","2.67672608666047","peak"
"147","C","0.647905519076896","0.56628500836021","peak"
"148","C","0.642009771251873","0.540848469367371","peak"
"149","C","0.683442312998891","0.723795723504325","peak"
"150","C","0.780518721122288","1.21124249917761","peak"
"151","C","0.69099973128093","0.758369966390598","peak"
"152","C","0.74604828562127","1.02552953570313","peak"
"153","C","0.765289711209691","1.1270263829898","peak"
"154","C","0.85990961351475","1.73389231760048","peak"
"155","C","0.660130213755248","0.619611625721805","peak"
"156","C","0.852064625926754","1.67367083967849","peak"
"157","C","0.844611474154261","1.61866890812167","peak"
"158","C","0.799027134572576","1.3190711860114","peak"
"159","C","0.804634404933845","1.35309035952265","peak"
"160","C","0.756326359626839","1.07911442349879","peak"
"161","C","0.692043969362714","0.763181022187601","peak"
"162","C","0.889203626216826","1.9849102608324","peak"
"163","C","0.784164801168561","1.23197924777175","peak"
"164","C","0.668970064683963","0.658707847823957","peak"
"165","C","0.822195069991916","1.46433672748646","peak"
"166","C","0.82519339500634","1.48411547970072","peak"
"167","C","0.603059628463831","0.376628280417213","peak"
"168","C","0.81145403890306","1.39540701117834","peak"
"169","C","0.764693400472735","1.12380271987724","peak"
"170","C","0.948154544717452","2.71927607879057","peak"
"171","C","0.755557143420054","1.07505550372369","peak"
"172","C","0.950586526785589","2.7619826229047","peak"
"173","C","0.826067743110768","1.48992984929851","peak"
"174","C","0.776099237532792","1.18641478087944","peak"
"175","C","0.652351865105109","0.585586590386975","peak"
"176","C","0.669155971","0.659535205113501","peak"
"177","C","0.823490788","1.47285397072004","peak"
"178","C","0.306","-0.866418901833982","trough"
"179","C","0.172","-1.6434217652497","trough"
"180","C","0.225","-1.29504568965475","trough"
"181","C","0.26","-1.09861228866811","trough"
"182","C","0.341","-0.703665684751166","trough"
"183","C","0.309","-0.852064313643904","trough"
"184","C","0.403","-0.434719179190237","trough"
"185","C","0.279","-0.999702080147939","trough"
"186","C","0.262","-1.08797389046305","trough"
"187","C","0.513","0.0120001440031106","trough"
"188","C","0.338","-0.717244732139006","trough"
"189","C","0.572","0.249282939517245","trough"
"190","C","0.417","-0.376381213555131","trough"
"191","C","0.209","-1.39255612234387","trough"
"192","C","0.251","-1.14720484390498","trough"
"193","C","0.401","-0.443110707724531","trough"
"194","C","0.494","-0.064021858764931","trough"
"195","C","0.302","-0.885690291425438","trough"
"196","C","0.236","-1.23103687431744","trough"
"197","C","0.554","0.176456437341557","trough"
"198","C","0.223","-1.30693608270798","trough"
"199","C","0.515","0.0200006667066694","trough"
"200","C","0.286","-0.964390526668566","trough"
"201","C","0.218","-1.33702331211311","trough"
"202","C","0.255","-1.1254595387043","trough"
"203","C","0.281","-0.989554911128957","trough"
"204","C","0.326764963738159","-0.768678864180702","trough"
"205","C","0.25345342535602","-1.13383844469764","trough"
"206","C","0.174192767813839","-1.62735685192125","trough"
"207","C","0.553554030879939","0.174658780424864","trough"
"208","C","0.1833658830807","-1.56195788273969","trough"
"209","C","0.55466579129557","0.179140705637186","trough"
"210","C","0.219318761249981","-1.32903663788803","trough"
"211","C","0.184275640895661","-1.55562282328206","trough"
"212","C","0.20300855135304","-1.4305785762896","trough"
"213","C","0.204009640698341","-1.42416392912095","trough"
"214","C","0.274128482545633","-1.02461987374683","trough"
"215","C","0.166239465045115","-1.68647886534908","trough"
"216","C","0.19591173133782","-1.47679679991068","trough"
"217","C","0.225506679747932","-1.29204615190691","trough"
"218","C","0.233059829687367","-1.24792331648053","trough"
"219","C","0.634577186340486","0.509022025042328","trough"
"220","C","0.172535041499363","-1.63948580370871","trough"
"221","C","0.356069031623548","-0.636363524424455","trough"
"222","C","0.280327941795843","-0.992959376655929","trough"
"223","C","0.45638903822399","-0.215271350187641","trough"
"224","C","0.233518402989324","-1.24527919172519","trough"
"225","C","0.239943079997969","-1.20863263417049","trough"
"226","C","0.348171765991779","-0.671452107216508","trough"
"227","C","0.232861866395669","-1.24906596636471","trough"
"228","C","0.307808189890655","-0.8577569792947","trough"
"229","C","0.263644819916263","-1.07926665797793","trough"
"230","C","0.367572218477142","-0.585917056693593","trough"
"231","C","0.50800530340412","-0.00797882871207241","trough"
"232","C","0.298445065222219","-0.902947971713926","trough"
"233","C","0.745391470977887","1.0221514861949","trough"
"234","C","0.247599176274532","-1.16588731215235","trough"
"235","C","0.778542523813174","1.20009972649609","trough"
"236","C","0.421843781086073","-0.356348485712991","trough"
"237","C","0.193690582","-1.49154074928126","trough"
"238","C","0.170231025713405","-1.65651013889239","trough"
"239","C","0.224354789099455","-1.29887276967887","trough"
"240","C","0.272328793233084","-1.03389955305004","trough"
"241","C","0.227700422453624","-1.2791178499063","trough"
"242","C","0.230782656234879","-1.26111124884919","trough"
"243","C","0.214404012974231","-1.35899301192437","trough"
"244","C","0.765154504493805","1.12629498899975","trough"
"245","D","0.947","2.69954855584689","peak"
"246","D","0.823","1.46962249269322","peak"
"247","D","1","4.59511985013459","peak"
"248","D","0.906","2.15354951383356","peak"
"249","D","0.798","1.31291181518587","peak"
"250","D","1","4.59511985013459","peak"
"251","D","0.822","1.46305837733173","peak"
"252","D","1","4.59511985013459","peak"
"253","D","1","4.59511985013459","peak"
"254","D","0.83","1.51634748936809","peak"
"255","D","0.9","2.09074109693377","peak"
"256","D","0.863","1.75832696071294","peak"
"257","D","1","4.59511985013459","peak"
"258","D","0.819","1.44352548901186","peak"
"259","D","1","4.59511985013459","peak"
"260","D","1","4.59511985013459","peak"
"261","D","1","4.59511985013459","peak"
"262","D","0.969","3.15231900817913","peak"
"263","D","0.949","2.73394161503495","peak"
"264","D","1","4.59511985013459","peak"
"265","D","1","4.59511985013459","peak"
"266","D","0.87","1.81528996663825","peak"
"267","D","1","4.59511985013459","peak"
"268","D","0.992","3.9992195504583","peak"
"269","D","1","4.59511985013459","peak"
"270","D","0.80203903944857","1.33726031040382","peak"
"271","D","0.796162887580595","1.30194943879022","peak"
"272","D","0.153","-1.79059328833787","trough"
"273","D","0.129","-2.00193413282465","trough"
"274","D","0.177","-1.60703982975009","trough"
"275","D","0.182","-1.57151867757181","trough"
"276","D","0.143","-1.87468984855879","trough"
"277","D","0.136","-1.93679846870406","trough"
"278","D","0.13","-1.99243016469021","trough"
"279","D","0.12","-2.09074109693377","trough"
"280","D","0.206","-1.41148460994845","trough"
"281","D","0.157","-1.75832696071294","trough"
"282","D","0.14","-1.90095876119305","trough"
"283","D","0.161","-1.72677934949642","trough"
"284","D","0.176","-1.6142456140022","trough"
"285","D","0.193","-1.49615294201858","trough"
"286","D","0.133","-1.96432263699977","trough"
"287","D","0.141","-1.89214580206424","trough"
"288","D","0.135","-1.94591014905531","trough"
"289","D","0.136","-1.93679846870406","trough"
"290","D","0.173","-1.63607386968271","trough"
"291","D","0.141","-1.89214580206424","trough"
"292","D","0.107","-2.2310115749136","trough"
"293","D","0.16","-1.73460105538811","trough"
"294","D","0.193","-1.49615294201858","trough"
"295","D","0.133","-1.96432263699977","trough"
"296","D","0.163","-1.71126277325962","trough"
"297","D","0.198","-1.46305837733173","trough"
"298","D","0.165","-1.69591151043793","trough"
"299","D","0.147","-1.8404337652553","trough"
"300","D","0.155","-1.77436772651619","trough"
"301","D","0.142","-1.88338979207398","trough"
"302","D","0.157","-1.75832696071294","trough"
"303","D","0.16","-1.73460105538811","trough"
"304","D","0.149","-1.82362057129704","trough"
"305","D","0.176","-1.6142456140022","trough"
"306","D","0.163","-1.71126277325962","trough"
"307","D","0.175","-1.62148625095027","trough"
"308","D","0.211","-1.3800560377072","trough"
"309","D","0.208","-1.39884157717198","trough"
"310","D","0.167","-1.68072115265355","trough"
"311","D","0.19","-1.51634748936809","trough"
"312","D","0.3","-0.895384047054841","trough"
"313","D","0.178","-1.59986846141795","trough"
"314","D","0.178","-1.59986846141795","trough"
"315","D","0.163","-1.71126277325962","trough"
"316","D","0.174","-1.6287621852605","trough"
"317","D","0.153","-1.79059328833787","trough"
"318","D","0.194","-1.48947859735512","trough"
"319","D","0.148","-1.83200158550649","trough"
"320","D","0.149","-1.82362057129704","trough"
"321","D","0.133","-1.96432263699977","trough"
"322","D","0.149","-1.82362057129704","trough"
"323","D","0.229","-1.27150342002319","trough"
"324","D","0.195","-1.48283228816254","trough"
"325","D","0.159","-1.74246582262792","trough"
"326","D","0.149","-1.82362057129704","trough"
"327","D","0.16","-1.73460105538811","trough"
"328","D","0.15","-1.81528996663825","trough"
"329","D","0.186","-1.54368653487132","trough"
"330","D","0.316","-0.818886858554424","trough"
"331","D","0.325","-0.776846199436592","trough"
"332","D","0.162","-1.71900011494563","trough"
"333","D","0.2","-1.450010175506","trough"
"334","D","0.164","-1.70356675719259","trough"
"335","D","0.164","-1.70356675719259","trough"
"336","D","0.184","-1.55753947430645","trough"
"337","D","0.21","-1.38629436111989","trough"
"338","D","0.21","-1.38629436111989","trough"
"339","D","0.11","-2.19722457733622","trough"
"340","D","0.2","-1.450010175506","trough"
"341","D","0.136","-1.93679846870406","trough"
"342","D","0.177","-1.60703982975009","trough"
"343","D","0.168","-1.67318498121536","trough"
"344","D","0.17","-1.65822807660353","trough"
"345","D","0.177","-1.60703982975009","trough"
"346","D","0.144","-1.86604510861152","trough"
"347","D","0.18","-1.58562726374038","trough"
"348","D","0.118","-2.11133490545579","trough"
"349","D","0.17","-1.65822807660353","trough"
"350","D","0.169","-1.66568745775272","trough"
"351","D","0.187","-1.53680646810324","trough"
"352","D","0.134","-1.95508452533135","trough"
"353","D","0.126","-2.03086687153128","trough"
"354","D","0.163","-1.71126277325962","trough"
"355","D","0.119","-2.10099654524167","trough"
"356","D","0.126","-2.03086687153128","trough"
"357","D","0.174","-1.6287621852605","trough"
"358","D","0.196693646386227","-1.47163883845364","trough"
"359","D","0.962410130845636","2.99637584603758","trough"
"360","D","0.166639461494977","-1.68344781070499","trough"
"361","D","0.175424996276461","-1.618404720312","trough"
"362","D","0.1778345282006","-1.60105276258742","trough"
"363","D","0.298503678222952","-0.902662412502833","trough"
"364","D","0.371074109440945","-0.57070524386177","trough"
"365","D","0.754238082213602","1.06811398351201","trough"
"366","D","0.19266560298315","-1.49839113461638","trough"
"367","D","0.16826452835488","-1.67119793502908","trough"
"368","D","0.167489883036482","-1.67702444890617","trough"
"369","D","0.840180128511135","1.58690440372547","trough"
"370","D","0.210705880550275","-1.38188843190586","trough"
"371","D","0.204063840641777","-1.42381735221508","trough"
"372","D","0.168080760978146","-1.67257804612318","trough"
"373","D","0.172029962724089","-1.64320107158491","trough"
"374","D","0.176848615685686","-1.60812845112245","trough"
"375","D","0.174283041219177","-1.62669918837681","trough"
"376","D","0.177964891441275","-1.60011965967006","trough"
"377","D","0.166294156710446","-1.68606405529955","trough"
"378","D","0.16839163020036","-1.67024414869806","trough"
"379","D","0.168490835995593","-1.66950012907068","trough"
"380","D","0.166272315312833","-1.6862296976377","trough"
"381","D","0.169548507021261","-1.66159124383626","trough"
"382","D","0.19469770843024","-1.48483847422711","trough"
"383","D","0.166311323081658","-1.68593388099378","trough"
"384","D","0.176655980846653","-1.60951485231143","trough"
"385","D","0.253147616790342","-1.13549949665211","trough"
"386","D","0.199456107136869","-1.4535481219143","trough"
"387","D","0.19132772521609","-1.50737782028911","trough"
"388","D","0.166575683178777","-1.68393068112246","trough"
"389","D","0.19580906883852","-1.47747526279582","trough"
"390","D","0.166624447910227","-1.68356146527167","trough"
"391","D","0.171655833042402","-1.64595912867937","trough"
"392","D","0.166801341759281","-1.68222292149737","trough"
"393","D","0.172070977685943","-1.64289902484207","trough"
"394","D","0.204836375676427","-1.41888540956553","trough"
"395","D","0.243019041062395","-1.19134180415987","trough"
"396","D","0.174229007826051","-1.62709279978926","trough"
"397","D","0.299516500914922","-0.897733429529681","trough"
"398","D","0.167355756814889","-1.67803564720967","trough"
"399","D","0.26994631913449","-1.04624758044596","trough"
"400","D","0.175557660279505","-1.61744411049296","trough"
"401","D","0.167670014491231","-1.67566751108893","trough"
"402","D","0.153260147","-1.78847212979744","trough"
"403","D","0.156323618","-1.76373144777383","trough"
"404","D","0.143053036","-1.87422998739984","trough"
"405","D","0.175281359","-1.61944548343392","trough"
"406","D","0.163311655","-1.7088598649623","trough"
"407","D","0.134336033","-1.95199457415158","trough"
"408","D","0.177967542","-1.60010069372317","trough"
"409","D","0.157023972","-1.75813579561807","trough"
"410","D","0.163216644","-1.70959199019214","trough"
"411","D","0.14155953","-1.88723959106617","trough"
"412","D","0.139069461","-1.90921150829768","trough"
"413","D","0.153281994","-1.78829414214648","trough"
"414","D","0.165445197","-1.69251638952969","trough"
"415","D","0.15114303","-1.80582862716523","trough"
"416","D","0.180267799","-1.58373051350999","trough"
"417","D","0.207475001","-1.40215100680643","trough"
"418","D","0.160946859","-1.72719392909253","trough"
"419","D","0.135776541","-1.93882916854988","trough"
"420","D","0.159834335","-1.73590098006682","trough"
"421","D","0.158269283","-1.74824031676705","trough"
"422","D","0.123686136","-2.05362967777558","trough"
"423","D","0.132762162","-1.96652930939204","trough"
"424","D","0.155196842","-1.77278086502673","trough"
"425","D","0.169608113","-1.66114679813086","trough"
"426","D","0.148036573","-1.83169416990507","trough"
"427","D","0.1412217","-1.89019971271301","trough"
"428","D","0.158018043","-1.75023117087943","trough"
"429","D","0.115926018","-2.13304761862463","trough"
"430","D","0.163331544","-1.70870665354634","trough"
"431","D","0.149980865","-1.81544890430352","trough"
"432","D","0.139854939","-1.9022419609502","trough"
"433","D","0.152834645","-1.79194321378566","trough"
"434","D","0.177696257","-1.60204310095673","trough"
"435","D","0.158330376","-1.74775663014998","trough"
"436","D","0.154040514","-1.7821284383549","trough"
"437","D","0.15830009","-1.74799639045437","trough"
"438","D","0.162214625","-1.71733597675762","trough"
"439","D","0.206672135","-1.40722487780963","trough"
"440","D","0.154973082","-1.77458486767434","trough"
"441","D","0.14184346","-1.88475673427332","trough"
"442","D","0.205016645","-1.41773668629092","trough"
"443","D","0.152022597","-1.79859158356767","trough"
"444","D","0.173888432","-1.62957615508869","trough"
"445","D","0.167744549","-1.67510640806668","trough"
"446","D","0.214044706","-1.36120390405675","trough"
"447","D","0.204990176","-1.41790530326333","trough"
"448","D","0.262456824","-1.08555182409703","trough"
"449","D","0.148591677","-1.82703660030353","trough"
"450","D","0.176906704","-1.6077106382691","trough"
"451","D","0.179432136","-1.58965717127775","trough"
"452","D","0.131912612","-1.97444162644457","trough"
"453","D","0.164137943","-1.70250835787034","trough"
"454","D","0.151443331","-1.8033535382434","trough"
"455","D","0.21999223","-1.32497225082279","trough"
"456","D","0.148365462","-1.82893275090832","trough"
"457","D","0.161085258","-1.72611445960404","trough"
"458","D","0.161680322","-1.72148238213209","trough"
"459","D","0.155826601","-1.76771596501108","trough"
"460","D","0.160124393","-1.73362575697433","trough"
"461","D","0.177175971","-1.6057753939427","trough"
"462","D","0.203672305","-1.42632264800131","trough"
"463","D","0.175692261","-1.61647010745134","trough"
"464","D","0.140783131","-1.89405219287899","trough"
"465","D","0.164298416","-1.70127806619075","trough"
"466","D","0.152276214","-1.79651178269535","trough"
"467","D","0.189302152","-1.52108262971045","trough"
"468","D","0.176738485","-1.60892090953527","trough"
"469","D","0.169537066","-1.66167656799417","trough"
"470","D","0.160418271","-1.73132425799204","trough"
"471","D","0.1488845","-1.82458598931154","trough"
"472","D","0.15921639","-1.74076028463539","trough"
"473","D","0.154695255","-1.77682799121601","trough"
"474","D","0.158748734","-1.74444881122213","trough"
"475","D","0.153047758","-1.79020364355885","trough"
"476","D","0.189693207","-1.51842741690812","trough"
"477","D","0.135534606","-1.94103125576752","trough"
"478","D","0.16671008","-1.68291333943544","trough"
"479","D","0.157788878","-1.7520495365633","trough"
"480","D","0.179445679","-1.58956093691977","trough"
"481","D","0.195528552","-1.47933058345231","trough"
"482","D","0.208350456","-1.39663608888372","trough"
"483","D","0.171958644","-1.64372643140842","trough"
"484","D","0.179714287","-1.58765351564331","trough"
"485","D","0.198068258","-1.4626113036495","trough"
"486","D","0.166359085458261","-1.68557175540129","trough"
"487","D","0.167662487272282","-1.67572418870913","trough"
"488","D","0.169995086572029","-1.65826463530179","trough"
"489","D","0.171880918689695","-1.64429919706945","trough"
"490","D","0.210292718803361","-1.3844658716515","trough"
"491","D","0.354820649755606","-0.641884589242544","trough"
"492","D","0.348797416709944","-0.668657934985733","trough"
"493","D","0.225920600233495","-1.28959954184055","trough"
"494","D","0.266807337679939","-1.06262916943403","trough"
"495","D","0.217735857035609","-1.33862749548099","trough"
"496","E","1","4.59511985013459","peak"
"497","E","1","4.59511985013459","peak"
"498","E","1","4.59511985013459","peak"
"499","E","1","4.59511985013459","peak"
"500","E","1","4.59511985013459","peak"
"501","E","1","4.59511985013459","peak"
"502","E","0.962496683","2.99828708439866","peak"
"503","E","1","4.59511985013459","peak"
"504","E","0.85117405","1.66698964600446","peak"
"505","E","0.631528284","0.496040075633906","peak"
"506","E","0.991","3.94413348039892","peak"
"507","E","0.940853159","2.59986916711452","peak"
"508","E","0.477727681","-0.129268987840737","peak"
"509","E","1","4.59511985013459","peak"
"510","E","1","4.59511985013459","peak"
"511","E","1","4.59511985013459","peak"
"512","E","0.952237498","2.79191755299738","peak"
"513","E","1","4.59511985013459","peak"
"514","E","0.961","2.96569376443476","peak"
"515","E","0.974438856","3.30029285472449","peak"
"516","E","0.967522922","3.11538507093671","peak"
"517","E","1","4.59511985013459","peak"
"518","E","1","4.59511985013459","peak"
"519","E","0.852766359","1.67895690700401","peak"
"520","E","0.436588774","-0.295782640571899","peak"
"521","E","0.931838672","2.46759523372934","peak"
"522","E","1","4.59511985013459","peak"
"523","E","1","4.59511985013459","peak"
"524","E","0.983","3.58454721618167","peak"
"525","E","1","4.59511985013459","peak"
"526","E","1","4.59511985013459","peak"
"527","E","1","4.59511985013459","peak"
"528","E","0.93438302231333","2.50344568151467","peak"
"529","E","0.910538626680366","2.20322369744991","peak"
"530","E","0.927888332258294","2.41399561821993","peak"
"531","E","0.951217461669114","2.77332936560143","peak"
"532","E","0.891078480844306","2.00268293086674","peak"
"533","E","0.760195886976286","1.09965729224016","peak"
"534","E","0.879142322137738","1.89339658469128","peak"
"535","E","0.923888565290255","2.36206643427791","peak"
"536","E","0.922936626190723","2.350030177406","peak"
"537","E","0.886910289571154","1.96349125214298","peak"
"538","E","0.963867162730351","3.02899941770002","peak"
"539","E","0.944989368610262","2.66598434239043","peak"
"540","E","0.851939219155387","1.67272817741739","peak"
"541","E","0.799946371944596","1.32460218973437","peak"
"542","E","0.866720408526005","1.78831371443539","peak"
"543","E","0.947758747327398","2.71247471075816","peak"
"544","E","0.947587379852173","2.70954245779169","peak"
"545","E","0.191024199116368","-1.50942381716119","trough"
"546","E","0.166193430622812","-1.68682810607834","trough"
"547","E","0.166562489930179","-1.68403058819038","trough"
"548","E","0.170117443378784","-1.65735450142688","trough"
"549","E","0.168767310199509","-1.66742863153191","trough"
"550","E","0.533542975341705","0.094241589851889","trough"
"551","E","0.166419073274686","-1.68511706640712","trough"
"552","E","0.169868319393199","-1.65920816959076","trough"
"553","E","0.169088060707625","-1.66502905513356","trough"
"554","E","0.175251361036979","-1.61966293342216","trough"
"555","E","0.357073265826276","-0.631929025797023","trough"
"556","E","0.167001131514407","-1.68071260333326","trough"
"557","E","0.921515112502607","2.33227639910668","trough"
"558","E","0.823439468094483","1.47251576038327","trough"
"559","E","0.940200731070862","2.58977686679948","trough"
"560","E","0.193620878699164","-1.49200566637789","trough"
"561","E","0.872953544739229","1.84004090182346","trough"
"562","E","0.247424796354673","-1.16685020494597","trough"
"563","E","0.182501020838745","-1.5680047192488","trough"
"564","E","0.23384735594542","-1.24338483420249","trough"
"565","E","0.701989671568446","0.809437713747151","trough"
"566","E","0.178338191840401","-1.59745087499922","trough"
"567","E","0.166353202557733","-1.68561635360898","trough"
"568","E","0.172666621174516","-1.63851945572964","trough"
"569","E","0.182702056120262","-1.56659701003912","trough"
"570","E","0.208003427763608","-1.39881999135582","trough"
"571","E","0.1770148087122","-1.60693338103443","trough"
"572","E","0.164576692485181","-1.69914709289348","trough"
"573","E","0.167891946505711","-1.6739974193773","trough"
"574","E","0.178495413039539","-1.59632828800199","trough"
"575","E","0.305054712997251","-0.870959385782296","trough"
"576","E","0.170824406833939","-1.65210684418591","trough"
"577","E","0.179279184324304","-1.59074444636695","trough"
"578","E","0.166207941238596","-1.68671801205618","trough"
"579","E","0.183669773845464","-1.55983883861002","trough"
"580","E","0.225325084547034","-1.29312060424514","trough"
"581","E","0.340178832517821","-0.707376338154015","trough"
"582","E","0.227860054619874","-1.27818077745564","trough"
"583","E","0.661934419309444","0.627553060706361","trough"
