species,hw.raw,hw.logit,time
D,0.139069461,-1.909211508,trough
D,0.153281994,-1.788294142,trough
D,0.165445197,-1.69251639,trough
D,0.15114303,-1.805828627,trough
D,0.180267799,-1.583730514,trough
D,0.207475001,-1.402151007,trough
D,0.160946859,-1.727193929,trough
D,0.135776541,-1.938829169,trough
D,0.159834335,-1.73590098,trough
D,0.158269283,-1.748240317,trough
D,0.123686136,-2.053629678,trough
D,0.132762162,-1.966529309,trough
D,0.155196842,-1.772780865,trough
D,0.169608113,-1.661146798,trough
D,0.148036573,-1.83169417,trough
D,0.1412217,-1.890199713,trough
D,0.158018043,-1.750231171,trough
D,0.115926018,-2.133047619,trough
D,0.163331544,-1.708706654,trough
D,0.149980865,-1.815448904,trough
D,0.139854939,-1.902241961,trough
D,0.152834645,-1.791943214,trough
D,0.177696257,-1.602043101,trough
D,0.158330376,-1.74775663,trough
D,0.154040514,-1.782128438,trough
D,0.15830009,-1.74799639,trough
D,0.162214625,-1.717335977,trough
D,0.206672135,-1.407224878,trough
D,0.154973082,-1.774584868,trough
D,0.14184346,-1.884756734,trough
D,0.205016645,-1.417736686,trough
D,0.152022597,-1.798591584,trough
D,0.173888432,-1.629576155,trough
D,0.167744549,-1.675106408,trough
D,0.214044706,-1.361203904,trough
D,0.204990176,-1.417905303,trough
D,0.262456824,-1.085551824,trough
D,0.148591677,-1.8270366,trough
D,0.176906704,-1.607710638,trough
D,0.179432136,-1.589657171,trough
D,0.131912612,-1.974441626,trough
D,0.164137943,-1.702508358,trough
D,0.151443331,-1.803353538,trough
D,0.21999223,-1.324972251,trough
D,0.148365462,-1.828932751,trough
D,0.161085258,-1.72611446,trough
D,0.161680322,-1.721482382,trough
D,0.155826601,-1.767715965,trough
D,0.160124393,-1.733625757,trough
D,0.177175971,-1.605775394,trough
D,0.203672305,-1.426322648,trough
D,0.175692261,-1.616470107,trough
D,0.140783131,-1.894052193,trough
D,0.164298416,-1.701278066,trough
D,0.152276214,-1.796511783,trough
D,0.189302152,-1.52108263,trough
D,0.176738485,-1.60892091,trough
D,0.169537066,-1.661676568,trough
D,0.160418271,-1.731324258,trough
D,0.1488845,-1.824585989,trough
D,0.15921639,-1.740760285,trough
D,0.154695255,-1.776827991,trough
D,0.158748734,-1.744448811,trough
D,0.153047758,-1.790203644,trough
D,0.189693207,-1.518427417,trough
D,0.135534606,-1.941031256,trough
D,0.16671008,-1.682913339,trough
D,0.157788878,-1.752049537,trough
D,0.179445679,-1.589560937,trough
D,0.195528552,-1.479330583,trough
D,0.208350456,-1.396636089,trough
D,0.171958644,-1.643726431,trough
D,0.179714287,-1.587653516,trough
D,0.198068258,-1.462611304,trough
D,0.166359085,-1.685571755,trough
D,0.167662487,-1.675724189,trough
D,0.169995087,-1.658264635,trough
D,0.171880919,-1.644299197,trough
D,0.210292719,-1.384465872,trough
D,0.35482065,-0.641884589,trough
D,0.348797417,-0.668657935,trough
D,0.2259206,-1.289599542,trough
D,0.266807338,-1.062629169,trough
D,0.217735857,-1.338627495,trough
E,1,4.59511985,peak
E,1,4.59511985,peak
E,1,4.59511985,peak
E,1,4.59511985,peak
E,1,4.59511985,peak
E,1,4.59511985,peak
E,0.962496683,2.998287084,peak
E,1,4.59511985,peak
E,0.85117405,1.666989646,peak
E,0.631528284,0.496040076,peak
E,0.991,3.94413348,peak
E,0.940853159,2.599869167,peak
E,0.477727681,-0.129268988,peak
E,1,4.59511985,peak
E,1,4.59511985,peak
E,1,4.59511985,peak
E,0.952237498,2.791917553,peak
E,1,4.59511985,peak
E,0.961,2.965693764,peak
E,0.974438856,3.300292855,peak
E,0.967522922,3.115385071,peak
E,1,4.59511985,peak
E,1,4.59511985,peak
E,0.852766359,1.678956907,peak
E,0.436588774,-0.295782641,peak
E,0.931838672,2.467595234,peak
E,1,4.59511985,peak
E,1,4.59511985,peak
E,0.983,3.584547216,peak
E,1,4.59511985,peak
E,1,4.59511985,peak
E,1,4.59511985,peak
E,0.697,0.786131102,peak
E,0.638,0.523646312,peak
E,0.501,-0.036003889,peak
E,1,4.59511985,peak
E,0.942,2.61782511,peak
E,0.818,1.437066686,peak
E,0.958,2.903110784,peak
E,0.46,-0.200670695,peak
E,0.839,1.578556599,peak
E,0.464,-0.184521778,peak
E,0.734,0.964390527,peak
E,0.959,2.923583166,peak
E,0.826,1.489478597,peak
E,0.789,1.259848344,peak
E,0.691,0.758371203,peak
E,0.244,-1.185861054,peak
E,0.212,-1.3738409,peak
E,0.945,2.666159259,peak
E,0.978,3.409496184,peak
E,0.877,1.874689849,peak
E,0.936,2.526809141,peak
E,0.457,-0.212799407,peak
E,0.97,3.17805383,peak
E,0.501,-0.036003889,peak
E,0.816,1.424225583,peak
E,0.395,-0.468378934,peak
E,0.742,1.004793533,peak
E,0.475,-0.140229341,peak
E,1,4.59511985,peak
E,0.227,-1.283235342,peak
E,0.897,2.060457164,peak
E,0.697,0.786131102,peak
E,0.846,1.628762185,peak
E,0.28614029,-0.963688571,peak
E,0.39594632,-0.46438406,peak
E,0.85223555,1.674956626,peak
E,0.934383022,2.503445682,peak
E,0.910538627,2.203223697,peak
E,0.927888332,2.413995618,peak
E,0.951217462,2.773329366,peak
E,0.891078481,2.002682931,peak
E,0.760195887,1.099657292,peak
E,0.879142322,1.893396585,peak
E,0.964739034,3.048993055,peak
E,0.963895359,3.029640371,peak
E,0.956499492,2.873079291,peak
E,0.953678997,2.818718542,peak
E,0.931243372,2.459361809,peak
E,0.277594734,-1.006860352,peak
E,0.940218985,2.590058052,peak
E,0.966652899,3.094200793,peak
E,0.938549374,2.564616892,peak
E,0.880391879,1.904428104,peak
E,0.889039331,1.983364201,peak
E,0.949524878,2.743142221,peak
E,0.978124865,3.413534846,peak
E,0.815253764,1.419460104,peak
E,0.945829603,2.679891417,peak
E,0.168307513,-1.670875305,peak
E,0.915749001,2.262800799,peak
E,0.931672222,2.46528735,peak
E,0.927264881,2.405752114,peak
E,0.176741921,-1.608896176,peak
E,0.166333174,-1.6857682,peak
E,0.236571002,-1.227775501,peak
E,0.305913183,-0.866835556,peak
E,0.798040654,1.313155191,peak
E,0.212589146,-1.370190028,peak
E,0.16635921,-1.685570812,peak
E,0.921515113,2.332276399,peak
E,0.823439468,1.47251576,peak
E,0.940200731,2.589776867,peak
E,0.193620879,-1.492005666,peak
E,0.872953545,1.840040902,peak
E,0.247424796,-1.166850205,peak
E,0.182501021,-1.568004719,peak
E,0.233847356,-1.243384834,peak
E,0.701989672,0.809437714,peak
E,0.178338192,-1.597450875,peak
E,0.166353203,-1.685616354,peak
E,0.172666621,-1.638519456,peak
E,0.182702056,-1.56659701,peak
E,0.208003428,-1.398819991,peak
E,0.177014809,-1.606933381,peak
E,0.164576692,-1.699147093,peak
E,0.167891947,-1.673997419,peak
E,0.178495413,-1.596328288,peak
E,0.305054713,-0.870959386,peak
E,0.170824407,-1.652106844,peak
E,0.179279184,-1.590744446,peak
E,0.923888565,2.362066434,peak
E,0.922936626,2.350030177,peak
E,0.901134764,2.102384913,peak
E,0.982315835,3.558820101,peak
E,0.866840117,1.789289274,peak
E,0.953899833,2.822881258,peak
E,0.906371631,2.157543972,peak
E,0.922033561,2.33872142,peak
E,0.932557982,2.477620719,peak
E,0.861791982,1.748725527,peak
E,0.349469562,-0.66565892,peak
E,0.75711662,1.083292858,peak
E,0.927194879,2.40483006,peak
E,0.225325085,-1.293120604,peak
E,0.340178833,-0.707376338,peak
E,0.227860055,-1.278180777,peak
E,0.973852371,3.283326772,peak
E,0.950663039,2.763352582,peak
E,0.88691029,1.963491252,peak
E,0.963867163,3.028999418,peak
E,0.944989369,2.665984342,peak
E,0.851939219,1.672728177,peak
E,0.799946372,1.32460219,peak
E,0.866720409,1.788313714,peak
E,0.947758747,2.712474711,peak
E,0.94758738,2.709542458,peak
E,0.908716642,2.183045679,peak
E,0.876671939,1.8718478,peak
E,0.61655696,0.432862334,peak
E,0.955564027,2.854756394,peak
E,0.330114231,-0.753246894,peak
E,0.540027569,0.120254988,peak
E,0.212337231,-1.371750147,peak
E,0.908506687,2.180741235,peak
E,0.320184779,-0.799255586,peak
E,0.20119043,-1.442293553,peak
E,0.661934419,0.627553061,peak
E,0.175227337,-1.619837101,peak
E,0.169392421,-1.66275572,peak
E,0.195333816,-1.480619829,peak
E,0.209931298,-1.386723801,peak
E,0.171527264,-1.646908119,peak
E,0.733668029,0.962729827,peak
E,0.16852595,-1.669236877,peak
E,0.166362492,-1.685545935,peak
E,0.166227911,-1.686566516,peak
E,0.166192816,-1.686832773,peak
E,0.166188288,-1.686867125,peak
E,0.166278248,-1.686184704,peak
E,0.166286395,-1.686122917,peak
E,0.171511586,-1.647023883,peak
E,0.174503542,-1.62509401,peak
E,0.270352963,-1.044134838,peak
E,0.478223801,-0.127276334,peak
E,0.495807794,-0.056784078,peak
E,0.511315683,0.005262745,peak
E,0.199863047,-1.450900305,peak
E,0.176733372,-1.608957712,peak
E,0.958154293,2.906245112,peak
E,0.234173922,-1.24150618,peak
E,0.94201364,2.618040357,peak
E,0.255218072,-1.124280966,peak
E,0.143291471,-1.872164498,peak
E,0.172963986,-1.636337865,peak
E,0.163381198,-1.708324223,peak
E,0.197061207,-1.469219951,peak
E,0.191024199,-1.509423817,trough
E,0.166193431,-1.686828106,trough
E,0.16656249,-1.684030588,trough
E,0.170117443,-1.657354501,trough
E,0.16876731,-1.667428632,trough
E,0.533542975,0.09424159,trough
E,0.166419073,-1.685117066,trough
E,0.169868319,-1.65920817,trough
E,0.169088061,-1.665029055,trough
E,0.175251361,-1.619662933,trough
E,0.357073266,-0.631929026,trough
E,0.167001132,-1.680712603,trough
E,0.921515113,2.332276399,trough
E,0.823439468,1.47251576,trough
E,0.940200731,2.589776867,trough
E,0.193620879,-1.492005666,trough
E,0.872953545,1.840040902,trough
E,0.247424796,-1.166850205,trough
E,0.182501021,-1.568004719,trough
E,0.233847356,-1.243384834,trough
E,0.701989672,0.809437714,trough
E,0.178338192,-1.597450875,trough
E,0.166353203,-1.685616354,trough
E,0.172666621,-1.638519456,trough
E,0.182702056,-1.56659701,trough
E,0.208003428,-1.398819991,trough
E,0.177014809,-1.606933381,trough
E,0.164576692,-1.699147093,trough
E,0.167891947,-1.673997419,trough
E,0.178495413,-1.596328288,trough
E,0.305054713,-0.870959386,trough
E,0.170824407,-1.652106844,trough
E,0.179279184,-1.590744446,trough
E,0.166207941,-1.686718012,trough
E,0.183669774,-1.559838839,trough
E,0.225325085,-1.293120604,trough
E,0.340178833,-0.707376338,trough
E,0.227860055,-1.278180777,trough
E,0.661934419,0.627553061,trough
E,0.175227337,-1.619837101,trough
E,0.169392421,-1.66275572,trough
E,0.195333816,-1.480619829,trough
E,0.209931298,-1.386723801,trough
E,0.171527264,-1.646908119,trough
E,0.16852595,-1.669236877,trough
E,0.166362492,-1.685545935,trough
E,0.166227911,-1.686566516,trough
E,0.166192816,-1.686832773,trough
E,0.166188288,-1.686867125,trough
E,0.166278248,-1.686184704,trough
E,0.166286395,-1.686122917,trough
E,0.171511586,-1.647023883,trough
E,0.174503542,-1.62509401,trough
E,0.270352963,-1.044134838,trough
E,0.478223801,-0.127276334,trough
E,0.495807794,-0.056784078,trough
E,0.199863047,-1.450900305,trough
E,0.176733372,-1.608957712,trough
E,0.234173922,-1.24150618,trough
E,0.255218072,-1.124280966,trough
E,0.143291471,-1.872164498,trough
E,0.199654329,-1.452257816,trough
E,0.187216811,-1.535318819,trough
E,0.448069989,-0.248998616,trough
E,0.172963986,-1.636337865,trough
E,0.163381198,-1.708324223,trough
E,0.189896979,-1.517045617,trough
E,0.197061207,-1.469219951,trough
F,0.209,-1.392556122,peak
F,0.138,-1.91875916,peak
F,0.182,-1.571518678,peak
F,0.197,-1.469622493,peak
F,0.197,-1.469622493,peak
F,0.302,-0.885690291,peak
F,0.169,-1.665687458,peak
F,0.258,-1.109307578,peak
F,0.231,-1.259848344,peak
F,0.14,-1.900958761,peak
F,0.171,-1.650806341,peak
F,0.22,-1.324925415,peak
F,0.185,-1.550597412,peak
F,0.17,-1.658228077,peak
F,0.16,-1.734601055,peak
F,0.185,-1.550597412,peak
F,0.278,-1.004793533,peak
F,0.112,-2.175197255,peak
F,0.192,-1.50285565,peak
F,0.185,-1.550597412,peak
F,0.108,-2.219647041,peak
F,0.145,-1.857454728,peak
F,0.176,-1.614245614,peak
F,0.182,-1.571518678,peak
F,0.214,-1.361479192,peak
F,0.253,-1.13630181,peak
F,0.193,-1.496152942,peak
F,0.185,-1.550597412,peak
F,0.179,-1.59273108,peak
F,0.254,-1.130873151,peak
F,0.284,-0.974421908,peak
F,0.135,-1.945910149,peak
F,0.137,-1.927748469,peak
F,0.142,-1.883389792,peak
F,0.221,-1.318908187,peak
F,0.255,-1.125459539,peak
F,0.169,-1.665687458,peak
F,0.19,-1.516347489,peak
F,0.21,-1.386294361,peak
F,0.263,-1.082675696,peak
F,0.164,-1.703566757,peak
F,0.183,-1.564513101,peak
F,0.16,-1.734601055,peak
F,0.2,-1.450010176,peak
F,0.189,-1.523137304,peak
F,0.113,-2.164326874,peak
F,0.171,-1.650806341,peak
F,0.097,-2.350827762,peak
F,0.117,-2.121757746,peak
F,0.125,-2.040655517,peak
F,0.098,-2.338303176,peak
F,0.123,-2.060457164,peak
F,0.159,-1.742465823,peak
F,0.091,-2.428836968,peak
F,0.123,-2.060457164,peak
F,0.121,-2.080567034,peak
F,0.134,-1.955084525,peak
F,0.131,-1.982994352,peak
F,0.101,-2.301485588,peak
F,0.126,-2.030866872,peak
F,0.113,-2.164326874,peak
F,0.139,-1.909829572,peak
F,0.129,-2.001934133,peak
F,0.137,-1.927748469,peak
F,0.132,-1.973625549,peak
F,0.091,-2.428836968,peak
F,0.078,-2.61782511,peak
F,0.105,-2.254058052,peak
F,0.113,-2.164326874,peak
F,0.106,-2.242481169,peak
F,0.101,-2.301485588,peak
F,0.178,-1.599868461,peak
F,0.095,-2.376272809,peak
F,0.11,-2.197224577,peak
F,0.096,-2.363483275,peak
F,0.127,-2.021151266,peak
F,0.114,-2.153549514,peak
F,0.103,-2.277542957,peak
F,0.119,-2.100996545,peak
F,0.097,-2.350827762,peak
F,0.097,-2.350827762,peak
F,0.08,-2.586689344,peak
F,0.116,-2.132266681,peak
F,0.112,-2.175197255,peak
F,0.099,-2.325906528,peak
F,0.09,-2.442347035,peak
F,0.127,-2.021151266,peak
F,0.141,-1.892145802,peak
F,0.119,-2.100996545,peak
F,0.121,-2.080567034,peak
F,0.178,-1.599868461,peak
F,0.161,-1.726779349,peak
F,0.108,-2.219647041,peak
F,0.129,-2.001934133,peak
F,0.129,-2.001934133,peak
F,0.166,-1.688296487,peak
F,0.095,-2.376272809,peak
F,0.171,-1.650806341,peak
F,0.129,-2.001934133,peak
F,0.128,-2.011507432,peak
F,0.161,-1.726779349,peak
F,0.159,-1.742465823,peak
F,0.082,-2.556365614,peak
F,0.075,-2.666159259,peak
F,0.07,-2.751535313,peak
F,0.052,-3.12717816,peak
F,0.067,-2.806015015,peak
F,0.1,-2.313634929,peak
F,0.082,-2.556365614,peak
F,0.083,-2.541494124,peak
F,0.074,-2.682732393,peak
F,0.08,-2.586689344,peak
F,0.083,-2.541494124,peak
F,0.069,-2.769405696,peak
F,0.069,-2.769405696,peak
F,0.086,-2.497978731,peak
F,0.077,-2.633712581,peak
F,0.077,-2.633712581,peak
F,0.068,-2.787562264,peak
F,0.078,-2.61782511,peak
F,0.06,-2.944438979,peak
F,0.085,-2.512305624,peak
F,0.073,-2.699548556,peak
F,0.084,-2.526809141,peak
F,0.108,-2.219647041,peak
F,0.063,-2.88300718,peak
F,0.09,-2.442347035,peak
F,0.078,-2.61782511,peak
F,0.094,-2.389199566,peak
F,0.073,-2.699548556,peak
F,0.089,-2.456012184,peak
F,0.081,-2.571428862,peak
F,0.081,-2.571428862,peak
F,0.088,-2.469836397,peak
F,0.062,-2.903110784,peak
F,0.093,-2.402266864,peak
F,0.099,-2.325906528,peak
F,0.089,-2.456012184,peak
F,0.09,-2.442347035,peak
F,0.106,-2.242481169,peak
F,0.055,-3.055048851,peak
F,0.078,-2.61782511,peak
F,0.093,-2.402266864,peak
F,0.106,-2.242481169,peak
F,0.082,-2.556365614,peak
F,0.07,-2.751535313,peak
F,0.093,-2.402266864,peak
F,0.087,-2.483823813,peak
F,0.094,-2.389199566,peak
F,0.078,-2.61782511,peak
F,0.09,-2.442347035,peak
F,0.105,-2.254058052,peak
F,0.107,-2.231011575,peak
F,0.107,-2.231011575,peak
F,0.09,-2.442347035,peak
F,0.094,-2.389199566,peak
F,0.086,-2.497978731,peak
F,0.092,-2.415478143,peak
F,0.076,-2.649821696,peak
F,0.083,-2.541494124,peak
F,0.103,-2.277542957,peak
F,0.088,-2.469836397,peak
F,0.069,-2.769405696,peak
F,0.084,-2.526809141,peak
F,0.07,-2.751535313,peak
F,0.067,-2.806015015,peak
F,0.071,-2.733941615,peak
F,0.104,-2.265744524,peak
F,0.1,-2.313634929,peak
F,0.102,-2.289455802,peak
F,0.079,-2.602152773,peak
F,0.123,-2.060457164,peak
F,0.091,-2.428836968,peak
F,0.092,-2.415478143,peak
F,0.078,-2.61782511,peak
F,0.097,-2.350827762,peak
F,0.115,-2.142863368,peak
F,0.104,-2.265744524,peak
F,0.087,-2.483823813,peak
F,0.103,-2.277542957,peak
F,0.094,-2.389199566,peak
F,0.065,-2.843851742,peak
F,0.102,-2.289455802,peak
F,0.121,-2.080567034,peak
F,0.091,-2.428836968,peak
F,0.103,-2.277542957,peak
F,0.095,-2.376272809,peak
F,0.097,-2.350827762,peak
F,0.113,-2.164326874,peak
F,0.093,-2.402266864,peak
F,0.106,-2.242481169,peak
F,0.103,-2.277542957,peak
F,0.081,-2.571428862,peak
F,0.091,-2.428836968,peak
F,0.076,-2.649821696,peak
F,0.107,-2.231011575,peak
F,0.103,-2.277542957,peak
F,0.113,-2.164326874,peak
F,0.103,-2.277542957,peak
F,0.095,-2.376272809,peak
F,0.091,-2.428836968,peak
F,0.087,-2.483823813,peak
F,0.098,-2.338303176,peak
F,0.096,-2.363483275,peak
F,0.097,-2.350827762,peak
F,0.111,-2.186162518,peak
F,0.095,-2.376272809,peak
F,0.083,-2.541494124,peak
F,0.103,-2.277542957,peak
F,0.11,-2.197224577,peak
F,0.104,-2.265744524,peak
F,0.089,-2.456012184,peak
F,0.084,-2.526809141,peak
F,0.069,-2.769405696,peak
F,0.085,-2.512305624,peak
F,0.077,-2.633712581,peak
F,0.093,-2.402266864,peak
F,0.089,-2.456012184,peak
F,0.08,-2.586689344,peak
F,0.055,-3.055048851,peak
F,0.091,-2.428836968,peak
F,0.063,-2.88300718,peak
F,0.095,-2.376272809,peak
F,0.087,-2.483823813,peak
F,0.066,-2.824774475,peak
F,0.089,-2.456012184,peak
F,0.079,-2.602152773,peak
F,0.098,-2.338303176,peak
F,0.096,-2.363483275,peak
F,0.088,-2.469836397,peak
F,0.06,-2.944438979,peak
F,0.099,-2.325906528,peak
F,0.11,-2.197224577,peak
F,0.104,-2.265744524,peak
F,0.11,-2.197224577,peak
F,0.095,-2.376272809,peak
F,0.103,-2.277542957,peak
F,0.088,-2.469836397,peak
F,0.112,-2.175197255,peak
F,0.083,-2.541494124,peak
F,0.085,-2.512305624,peak
F,0.1176412,-2.115064817,peak
F,0.097791121,-2.340908635,peak
F,0.172354771,-1.640810774,peak
F,0.214700954,-1.357168048,peak
F,0.217077149,-1.342634503,peak
F,0.169618893,-1.661066435,peak
F,0.167621699,-1.676031353,peak
F,0.3722388,-0.565660254,peak
F,0.311916318,-0.838189099,peak
F,0.174654119,-1.623998844,peak
F,0.197837396,-1.464123895,peak
F,0.182349453,-1.569066899,peak
F,0.196528044,-1.472729855,peak
F,0.284855442,-0.970125733,peak
F,0.237312569,-1.223548583,peak
F,0.282900975,-0.97995368,peak
F,0.516976321,0.027907094,peak
F,0.204514004,-1.420941658,peak
F,0.383651936,-0.516581519,peak
F,0.188013138,-1.529867057,peak
F,0.212329385,-1.371798763,peak
F,0.183814394,-1.558831422,peak
F,0.194847065,-1.483846942,peak
F,0.225845761,-1.290041653,peak
F,0.195246451,-1.481198569,peak
F,0.271971123,-1.035748672,peak
F,0.193552693,-1.492460593,peak
F,0.260421193,-1.096367184,peak
F,0.174147502,-1.627686732,peak
F,0.17211391,-1.642582925,peak
F,0.194778677,-1.484300868,peak
F,0.59544642,0.345172437,peak
F,0.343468229,-0.692540211,peak
F,0.174446785,-1.625507019,peak
F,0.211580539,-1.376445098,peak
F,0.262161784,-1.087115782,peak
F,0.178462917,-1.596560247,peak
F,0.173250902,-1.634235967,peak
F,0.180182339,-1.584335547,peak
F,0.166196896,-1.686801811,peak
F,0.184829297,-1.551780224,peak
F,0.315752463,-0.82005275,peak
F,0.166306468,-1.685970699,peak
F,0.16621888,-1.686635024,peak
F,0.179242885,-1.591002603,peak
F,0.41927996,-0.366942781,peak
F,0.181220622,-1.577001075,peak
F,0.167685053,-1.675554284,peak
F,0.196505709,-1.472877061,peak
F,0.375691469,-0.550745483,peak
F,0.180921181,-1.579112705,peak
F,0.374157603,-0.55736398,peak
F,0.210353726,-1.384085035,peak
F,0.189349833,-1.520758637,peak
F,0.1646232,-1.698791252,peak
F,0.148564749,-1.827262178,peak
F,0.135838493,-1.938265863,peak
F,0.172531055,-1.639515093,peak
F,0.151824796,-1.800215816,peak
F,0.174512844,-1.62502633,peak
F,0.16284396,-1.71246737,peak
F,0.137510877,-1.923148518,peak
F,0.171073482,-1.650262451,peak
F,0.326543271,-0.769703396,peak
F,0.14962981,-1.818368043,peak
F,0.163320782,-1.708789557,peak
F,0.135341671,-1.942789948,peak
F,0.126522343,-2.025782964,peak
F,0.175310952,-1.619231,peak
F,0.130230046,-1.990253502,peak
F,0.146170103,-1.847471007,peak
F,0.148894389,-1.824503304,peak
F,0.122761422,-2.062839645,peak
F,0.131462982,-1.978648505,peak
F,0.526693465,0.066798688,peak
F,0.722550304,0.907802637,peak
F,0.119202119,-2.098917088,peak
F,0.16144391,-1.723320858,peak
F,0.169820925,-1.659561084,peak
F,0.298443577,-0.902955221,peak
F,0.352632112,-0.651586502,peak
F,0.122473797,-2.065717765,peak
F,0.157523062,-1.754161644,peak
F,0.143795517,-1.867808359,peak
F,0.144698044,-1.860042965,peak
F,0.166189796,-1.686855683,peak
F,0.206452891,-1.408613153,peak
F,0.187961319,-1.530221232,peak
F,0.159265055,-1.740376997,peak
F,0.380452202,-0.530277355,peak
F,0.084014286,-2.526600679,peak
F,0.629344735,0.48676789,peak
F,0.102592036,-2.282389008,peak
F,0.134847693,-1.9473034,peak
F,0.16628297,-1.68614889,peak
F,0.103903959,-2.266872755,peak
F,0.169678386,-1.660622984,peak
F,0.093173037,-2.399995537,peak
F,0.167287435,-1.678551007,peak
F,0.191896031,-1.503554161,peak
F,0.115642719,-2.13604251,peak
F,0.173845872,-1.629886778,peak
F,0.187350642,-1.534401257,peak
F,0.195943939,-1.476584009,peak
F,0.184506872,-1.554016817,peak
F,0.166838061,-1.681945224,peak
F,0.166196757,-1.686802864,peak
F,0.172581358,-1.639145574,peak
F,0.166736745,-1.68271158,peak
F,0.181946384,-1.5718952,peak
F,0.307011007,-0.861572037,peak
F,0.179818851,-1.586911644,peak
F,0.166677702,-1.683158363,peak
F,0.167053173,-1.680319452,peak
F,0.218832338,-1.331978188,peak
F,0.105737742,-2.245506825,peak
F,0.166252201,-1.686382261,peak
F,0.16777629,-1.674867522,peak
F,0.11767081,-2.114756592,peak
F,0.176566781,-1.610157259,peak
F,0.420348653,-0.362524255,peak
F,0.166309618,-1.685946814,peak
F,0.147272699,-1.838129198,peak
F,0.145312168,-1.854784088,peak
F,0.168393136,-1.670232852,peak
F,0.166351849,-1.685626615,peak
F,0.179176722,-1.591473247,peak
F,0.146589942,-1.843906422,peak
F,0.147541486,-1.835861462,peak
F,0.212771552,-1.369061285,peak
F,0.173016319,-1.635954264,peak
F,0.166587371,-1.683842183,peak
F,0.168054235,-1.672777369,peak
F,0.181441811,-1.575443155,peak
F,0.113652938,-2.157279503,peak
F,0.101019256,-2.301252818,peak
F,0.166219007,-1.686634059,peak
F,0.168719287,-1.667788236,peak
F,0.168590618,-1.668752172,peak
F,0.184953045,-1.550922675,peak
F,0.179108362,-1.591959682,peak
F,0.166253907,-1.686369316,peak
F,0.177604675,-1.602699395,peak
F,0.166335783,-1.685748416,peak
F,0.172720745,-1.638122144,peak
F,0.104556742,-2.25922451,peak
F,0.169057862,-1.665254806,peak
F,0.176412415,-1.61126964,peak
F,0.166314874,-1.685906952,peak
F,0.169414221,-1.662593027,peak
F,0.18044434,-1.582481415,peak
F,0.170169659,-1.656966271,peak
F,0.168479043,-1.669588552,peak
F,0.171362339,-1.648126352,peak
F,0.196857823,-1.47055795,peak
F,0.166336214,-1.685745151,peak
F,0.233245324,-1.246853291,peak
F,0.182833515,-1.565677199,peak
F,0.169691321,-1.660526595,peak
F,0.168703417,-1.667907093,peak
F,0.172378047,-1.640639626,peak
F,0.166505341,-1.68446343,peak
F,0.166327397,-1.685812003,peak
F,0.168080439,-1.672580468,peak
F,0.151112412,-1.806081227,peak
F,0.391282512,-0.484108168,peak
F,0.170554626,-1.65410717,peak
F,0.17281645,-1.637419852,peak
F,0.183074106,-1.563995223,peak
F,0.175277812,-1.619471192,peak
F,0.158918796,-1.743106383,peak
F,0.162064903,-1.718496671,peak
F,0.175516374,-1.617742996,peak
F,0.176706297,-1.609152601,peak
F,0.200784895,-1.444918183,peak
F,0.188864234,-1.524061416,peak
F,0.179175067,-1.591485024,peak
F,0.167702359,-1.675423989,peak
F,0.170709539,-1.652958216,peak
F,0.214932764,-1.355744741,peak
F,0.272491485,-1.033058991,peak
F,0.169449144,-1.662332429,peak
F,0.16690786,-1.681417496,peak
F,0.175849501,-1.615333084,peak
F,0.127947851,-2.012008596,peak
F,0.1395987,-1.904511614,peak
F,0.160337784,-1.731954223,peak
F,0.161758681,-1.720873536,peak
F,0.236505363,-1.228150114,peak
F,0.179638193,-1.588193626,peak
F,0.408982446,-0.409706722,peak
F,0.162625878,-1.714152612,peak
F,0.152549151,-1.794277002,peak
F,0.212503457,-1.370720543,peak
F,0.293410214,-0.927608183,peak
F,0.267875945,-1.057037783,peak
F,0.14784748,-1.833284338,peak
F,0.166462283,-1.684789635,peak
F,0.171586877,-1.64646803,peak
F,0.171498514,-1.647120413,peak
F,0.166726597,-1.682788359,peak
F,0.354969944,-0.641223829,peak
F,0.180580279,-1.581520292,peak
F,0.318291707,-0.808117888,peak
F,0.373397606,-0.560647707,peak
F,0.177021459,-1.60688558,peak
F,0.186580958,-1.539685778,peak
F,0.210503388,-1.383151153,peak
F,0.181718973,-1.573493242,peak
F,0.168587035,-1.668779024,peak
F,0.228178819,-1.27631105,peak
F,0.111806273,-2.177314058,peak
F,0.12948131,-1.997351196,peak
F,0.161331467,-1.724196112,peak
F,0.152067334,-1.798224489,peak
F,0.167507328,-1.676892982,peak
F,0.166771946,-1.682445276,peak
F,0.167723587,-1.67526419,peak
F,0.19284323,-1.497201845,peak
F,0.204999321,-1.417847043,peak
F,0.242866492,-1.192195559,peak
F,0.192981021,-1.496279887,peak
F,0.173114678,-1.635233551,peak
F,0.176301148,-1.612071962,peak
F,0.171275051,-1.648771522,peak
F,0.139008404,-1.909754776,peak
F,0.270406205,-1.043858373,peak
F,0.126235822,-2.028569187,peak
F,0.149221352,-1.821772256,peak
F,0.177934374,-1.600338042,peak
F,0.124931714,-2.041326643,peak
F,0.166356906,-1.685588281,peak
F,0.220341989,-1.322865227,peak
F,0.168158529,-1.671993843,peak
F,0.171505613,-1.647067987,peak
F,0.242268811,-1.195544291,peak
F,0.371552475,-0.568632296,peak
F,0.212053993,-1.373505983,peak
