species,hw.trans.peak,time
F,-2.186162518,peak
F,-2.376272809,peak
F,-2.541494124,peak
F,-2.277542957,peak
F,-2.197224577,peak
F,-2.265744524,peak
F,-2.456012184,peak
F,-2.526809141,peak
F,-2.769405696,peak
F,-2.512305624,peak
F,-2.633712581,peak
F,-2.402266864,peak
F,-2.456012184,peak
F,-2.586689344,peak
F,-3.055048851,peak
F,-2.428836968,peak
F,-2.88300718,peak
F,-2.376272809,peak
F,-2.483823813,peak
F,-2.824774475,peak
F,-2.456012184,peak
F,-2.602152773,peak
F,-2.338303176,peak
F,-2.363483275,peak
F,-2.469836397,peak
F,-2.944438979,peak
F,-2.325906528,peak
F,-2.197224577,peak
F,-2.265744524,peak
F,-2.197224577,peak
F,-2.376272809,peak
F,-2.277542957,peak
F,-2.469836397,peak
F,-2.175197255,peak
F,-2.541494124,peak
F,-2.512305624,peak
F,-2.115064817,peak
F,-2.340908635,peak
F,-1.640810774,peak
F,-1.357168048,peak
F,-1.464123895,peak
F,-1.569066899,peak
F,-1.472729855,peak
F,-0.970125733,peak
F,-1.223548583,peak
F,-0.97995368,peak
F,0.027907094,peak
F,-1.420941658,peak
F,-0.516581519,peak
F,-1.529867057,peak
F,-1.371798763,peak
F,-1.558831422,peak
F,-1.483846942,peak
F,-1.290041653,peak
F,-1.481198569,peak
F,-1.035748672,peak
F,-1.492460593,peak
F,-1.096367184,peak
F,-1.627686732,peak
F,-1.642582925,peak
F,-1.484300868,peak
F,0.345172437,peak
F,-0.692540211,peak
F,-1.625507019,peak
F,-1.376445098,peak
F,-1.087115782,peak
F,-1.596560247,peak
F,-1.634235967,peak
F,-1.584335547,peak
F,-1.686801811,peak
F,-1.551780224,peak
F,-0.82005275,peak
F,-1.685970699,peak
F,-1.686635024,peak
F,-1.591002603,peak
F,-0.366942781,peak
F,-1.577001075,peak
F,-1.675554284,peak
F,-1.472877061,peak
F,-0.550745483,peak
F,-1.579112705,peak
F,-0.55736398,peak
F,-1.384085035,peak
F,-1.520758637,peak
F,-1.698791252,peak
F,-1.827262178,peak
F,-1.938265863,peak
F,-1.639515093,peak
F,-1.800215816,peak
F,-1.62502633,peak
F,-1.71246737,peak
F,-1.923148518,peak
F,-1.650262451,peak
F,-0.769703396,peak
F,-1.818368043,peak
F,-1.708789557,peak
F,-1.942789948,peak
F,-2.025782964,peak
F,-1.619231,peak
F,-1.990253502,peak
F,-1.847471007,peak
F,-1.824503304,peak
F,-2.062839645,peak
F,-1.978648505,peak
F,0.066798688,peak
F,0.907802637,peak
F,-2.098917088,peak
F,-1.723320858,peak
F,-1.659561084,peak
F,-0.902955221,peak
F,-0.651586502,peak
F,-2.065717765,peak
F,-1.754161644,peak
F,-1.867808359,peak
F,-1.860042965,peak
F,-1.686855683,peak
F,-1.408613153,peak
F,-1.530221232,peak
F,-1.740376997,peak
F,-0.530277355,peak
F,-2.526600679,peak
F,0.48676789,peak
F,-2.282389008,peak
F,-1.9473034,peak
F,-1.68614889,peak
F,-2.266872755,peak
F,-1.660622984,peak
F,-2.399995537,peak
F,-1.678551007,peak
F,-1.503554161,peak
F,-2.13604251,peak
F,-1.629886778,peak
F,-1.534401257,peak
F,-1.476584009,peak
F,-1.554016817,peak
F,-1.681945224,peak
F,-1.686802864,peak
F,-1.639145574,peak
F,-1.68271158,peak
F,-1.5718952,peak
F,-0.861572037,peak
F,-1.586911644,peak
F,-1.683158363,peak
F,-1.680319452,peak
F,-1.331978188,peak
F,-2.245506825,peak
F,-1.686382261,peak
F,-1.674867522,peak
F,-2.114756592,peak
F,-1.610157259,peak
F,-0.362524255,peak
F,-1.685946814,peak
F,-1.838129198,peak
F,-1.854784088,peak
F,-1.670232852,peak
F,-1.685626615,peak
F,-1.591473247,peak
F,-1.843906422,peak
F,-1.835861462,peak
F,-1.369061285,peak
F,-1.635954264,peak
F,-1.683842183,peak
F,-1.672777369,peak
F,-1.575443155,peak
F,-2.157279503,peak
F,-2.301252818,peak
F,-1.686634059,peak
F,-1.667788236,peak
F,-1.668752172,peak
F,-1.550922675,peak
F,-1.591959682,peak
F,-1.686369316,peak
F,-1.602699395,peak
F,-1.685748416,peak
F,-1.638122144,peak
F,-2.25922451,peak
F,-1.665254806,peak
F,-1.61126964,peak
F,-1.685906952,peak
F,-1.662593027,peak
F,-1.582481415,peak
F,-1.656966271,peak
F,-1.669588552,peak
F,-1.648126352,peak
F,-1.47055795,peak
F,-1.685745151,peak
F,-1.246853291,peak
F,-1.565677199,peak
F,-1.660526595,peak
F,-1.667907093,peak
F,-1.640639626,peak
F,-1.68446343,peak
F,-1.685812003,peak
F,-1.672580468,peak
F,-1.806081227,peak
F,-0.484108168,peak
F,-1.65410717,peak
F,-1.637419852,peak
F,-1.563995223,peak
F,-1.619471192,peak
F,-1.743106383,peak
F,-1.718496671,peak
F,-1.617742996,peak
F,-1.609152601,peak
F,-1.444918183,peak
F,-1.524061416,peak
F,-1.591485024,peak
F,-1.675423989,peak
F,-1.652958216,peak
F,-1.355744741,peak
F,-1.033058991,peak
F,-1.662332429,peak
F,-1.681417496,peak
F,-1.615333084,peak
F,-2.012008596,peak
F,-1.904511614,peak
F,-1.731954223,peak
F,-1.720873536,peak
F,-1.228150114,peak
F,-1.588193626,peak
F,-0.409706722,peak
F,-1.714152612,peak
F,-1.794277002,peak
F,-1.370720543,peak
F,-0.927608183,peak
F,-1.057037783,peak
F,-1.833284338,peak
F,-1.684789635,peak
F,-1.64646803,peak
F,-1.647120413,peak
F,-1.682788359,peak
F,-0.641223829,peak
F,-1.581520292,peak
F,-0.808117888,peak
F,-0.560647707,peak
F,-1.60688558,peak
F,-1.539685778,peak
F,-1.383151153,peak
F,-1.573493242,peak
F,-1.668779024,peak
F,-1.27631105,peak
F,-2.177314058,peak
F,-1.997351196,peak
F,-1.724196112,peak
F,-1.798224489,peak
F,-1.676892982,peak
F,-1.682445276,peak
F,-1.67526419,peak
F,-1.497201845,peak
F,-1.417847043,peak
F,-1.192195559,peak
F,-1.496279887,peak
F,-1.635233551,peak
F,-1.612071962,peak
F,-1.648771522,peak
F,-1.909754776,peak
F,-1.043858373,peak
F,-2.028569187,peak
F,-1.821772256,peak
F,-1.600338042,peak
F,-2.041326643,peak
F,-1.685588281,peak
F,-1.322865227,peak
F,-1.671993843,peak
F,-1.647067987,peak
F,-1.195544291,peak
F,-0.568632296,peak
F,-1.373505983,peak
F,-0.811367306,peak
F,-1.541246162,peak
F,-1.671633182,peak
F,-1.684717264,peak
F,-1.679516585,peak
F,-0.602917398,peak
F,-1.610008639,peak
F,-1.653653584,peak
F,-1.664603928,peak
F,-1.68540673,peak
F,-1.681405141,peak
F,-1.666115797,peak
F,-1.680391896,peak
F,-1.677023382,peak
F,-1.543064018,peak
F,-1.682831415,peak
F,-1.619603203,peak
F,-1.671985457,peak
F,-1.498157957,peak
F,-1.681250917,peak
F,-1.824735811,peak
F,-1.664870681,peak
F,-1.735423993,peak
F,0.336617263,peak
F,-1.675524338,peak
F,-1.535045399,peak
F,-1.494001179,peak
F,-1.518215635,peak
F,-1.563338208,peak
F,-1.353685987,peak
F,-1.643506254,peak
F,-1.677359295,peak
F,-1.485357897,peak
F,-1.653285379,peak
F,-1.580778459,peak
F,-1.680455467,peak
F,-1.670469511,peak
F,-1.615163436,peak
F,-0.850076393,peak
F,-1.679771131,peak
F,-1.615370153,peak
F,-1.672270888,peak
F,-1.678258973,peak
F,-1.685462078,peak
F,-1.684379801,peak
F,-1.674681226,peak
F,-1.686721453,peak
F,-1.60951246,peak
F,-0.240204817,peak
F,-1.648330812,peak
F,-1.686863643,peak
F,-1.157034163,peak
F,-0.613500281,peak
F,-1.682449686,peak
F,-1.610695758,peak
F,-1.431066481,peak
F,-1.682998776,peak
F,-1.680789019,peak
F,-1.581957462,peak
F,-1.62566856,peak
F,-1.896647128,peak
F,-2.062481377,peak
F,-2.152096693,peak
F,-2.048366415,peak
F,-1.669350867,peak
F,-1.985565076,peak
F,-1.89769252,peak
F,-1.554737223,peak
F,-1.684748473,peak
F,-1.66976887,peak
F,-1.681758733,peak
F,1.487563534,peak
F,-1.609856738,peak
F,-1.668482416,peak
F,-1.590133328,peak
F,-1.6251941,peak
F,-1.70257903,peak
F,-2.475571294,peak
F,-2.220793911,peak
F,-2.155682969,peak
F,-1.9756914,peak
F,-2.22701613,peak
F,-1.572052419,peak
F,-1.580252523,peak
F,-1.620851006,peak
F,-1.633883285,peak
F,-1.674520331,peak
F,-1.686488854,peak
F,-1.671859076,peak
F,-2.157503821,peak
F,-2.230808758,peak
F,-2.115064817,trough
F,-2.340908635,trough
F,-1.818368043,trough
F,-1.708789557,trough
F,-1.942789948,trough
F,-2.025782964,trough
F,-1.619231,trough
F,-1.990253502,trough
F,-1.847471007,trough
F,-1.824503304,trough
F,-2.062839645,trough
F,-1.978648505,trough
F,0.066798688,trough
F,0.907802637,trough
F,-2.098917088,trough
F,-1.723320858,trough
F,-1.659561084,trough
F,-0.902955221,trough
F,-0.651586502,trough
F,-2.065717765,trough
F,-1.754161644,trough
F,-1.867808359,trough
F,-1.860042965,trough
F,-1.686855683,trough
F,-1.408613153,trough
F,-1.530221232,trough
F,-1.740376997,trough
F,-0.530277355,trough
F,-2.526600679,trough
F,0.48676789,trough
F,-2.282389008,trough
F,-1.9473034,trough
F,-1.68614889,trough
F,-2.266872755,trough
F,-1.610695758,trough
F,-1.431066481,trough
F,-1.572052419,trough
F,-1.580252523,trough
F,-1.620851006,trough
F,-1.633883285,trough
F,-1.674520331,trough
F,-1.686488854,trough
F,-1.671859076,trough
F,-2.157503821,trough
F,-2.230808758,trough
G,0.919793362,peak
G,0.758371203,peak
G,0.914891152,peak
G,0.132192166,peak
G,2.132266681,peak
G,1.469622493,peak
G,1.665687458,peak
G,2.265744524,peak
G,1.476213692,peak
G,4.59511985,peak
G,1.742465823,peak
G,1.59273108,peak
G,4.59511985,peak
G,1.231036874,peak
G,4.59511985,peak
G,1.734601055,peak
G,1.225329031,peak
G,1.437066686,peak
G,4.59511985,peak
G,-0.124159253,peak
G,4.59511985,peak
G,2.090741097,peak
G,1.130873151,peak
G,1.093286044,peak
G,1.125459539,peak
G,1.120060832,peak
G,2.469836397,peak
G,1.13630181,peak
G,4.59511985,peak
G,4.59511985,peak
G,4.59511985,peak
G,4.59511985,peak
G,0.536509219,peak
G,0.426342693,peak
G,4.59511985,peak
G,1.812605704,peak
G,0.656707018,peak
G,2.013068369,peak
G,2.129263607,peak
G,1.876153292,peak
G,1.800322239,peak
G,0.941083334,peak
G,4.59511985,peak
G,1.073883664,peak
G,1.906028023,peak
G,-1.272439932,peak
G,1.638126784,peak
G,1.369398165,peak
G,4.59511985,peak
G,-0.835215424,peak
G,3.274148534,peak
G,2.361414356,peak
G,1.179944374,peak
G,3.120642893,peak
G,2.933977405,peak
G,2.276530164,peak
G,0.074346935,peak
G,0.565927453,peak
G,2.993974315,peak
G,1.321408845,peak
G,1.866026709,peak
G,1.678464695,peak
G,0.337334645,peak
G,-0.086274027,peak
G,0.44746496,peak
G,0.166106616,peak
G,1.307510452,peak
G,1.047496507,peak
G,2.819973445,peak
G,-1.03103063,peak
G,0.535036522,peak
G,-1.680359363,peak
G,-0.227451308,peak
G,0.597986916,peak
G,0.347762891,peak
G,0.590245323,peak
G,-0.04299363,peak
G,1.802487399,peak
G,-1.220715265,peak
G,0.483464714,peak
G,2.683684497,peak
G,-1.513977305,peak
G,-1.627433696,peak
G,-1.439047192,peak
G,-1.023080713,peak
G,-1.68203173,peak
G,-0.826943988,peak
G,-1.618119893,peak
G,-1.482459162,peak
G,1.319188778,peak
G,1.385459585,peak
G,-1.66613813,peak
G,1.218059787,peak
G,0.717325992,peak
G,2.734396908,peak
G,-0.858757111,peak
G,-1.679505601,peak
G,1.899809157,peak
G,0.951910842,peak
G,-1.007621921,peak
G,0.009164133,peak
G,0.582883099,peak
G,3.527846149,peak
G,-0.836081427,peak
G,3.247242791,peak
G,1.957198882,peak
G,1.597940697,peak
G,2.816639684,peak
G,1.348215533,peak
G,1.206471456,peak
G,3.270808832,peak
G,0.505498473,peak
G,1.804870024,peak
G,0.335626438,peak
G,1.032080367,peak
G,0.962316771,peak
G,-1.32150561,peak
G,-0.014680364,peak
G,1.350021215,peak
G,-1.675500452,peak
G,-1.686686258,peak
G,-1.637518242,peak
G,-1.224780843,peak
G,-1.177984226,peak
G,-1.13017368,peak
G,-1.000870625,peak
G,-0.942271966,peak
G,-0.54675665,peak
G,-0.231482683,peak
G,-0.1138792,peak
G,0.779575235,peak
G,0.942948264,peak
G,1.263707906,peak
G,1.556110792,peak
G,2.11738243,peak
G,2.405668527,peak
G,2.121670938,peak
G,-1.612657137,peak
G,-0.791569997,peak
G,-0.302137272,peak
G,1.230119959,peak
G,-1.252631231,peak
G,-1.29848631,peak
G,-0.743579411,peak
G,-0.702692174,peak
G,-1.586081722,peak
G,1.323080562,peak
G,3.541461123,peak
G,0.170024635,peak
G,0.168126488,peak
G,-1.646929196,peak
G,1.553274687,peak
G,-1.197230659,peak
G,1.100674403,peak
G,-1.242328229,trough
G,-1.592335143,trough
G,-1.560883346,trough
G,-1.272439932,trough
G,1.638126784,trough
G,-1.680359363,trough
G,-0.227451308,trough
G,-0.826943988,trough
G,-1.618119893,trough
G,-1.482459162,trough
G,-1.66613813,trough
G,-1.679505601,trough
G,-1.361869105,trough
G,1.028103948,trough
G,-0.618377764,trough
G,-1.32150561,trough
G,-0.014680364,trough
G,-1.628155301,trough
G,-1.647741885,trough
G,-1.686686258,trough
G,-1.684831136,trough
G,-1.450884087,trough
G,-1.224780843,trough
G,-0.942271966,trough
G,-0.54675665,trough
G,-0.1138792,trough
G,-1.612657137,trough
G,-0.791569997,trough
G,-0.302137272,trough
G,1.230119959,trough
G,-1.252631231,trough
G,-1.29848631,trough
G,-0.743579411,trough
G,-0.702692174,trough
G,-1.586081722,trough
G,-1.646929196,trough
G,1.553274687,trough
G,-1.197230659,trough
H,2.030866872,peak
H,2.456012184,peak
H,-0.064021859,peak
H,0.818886859,peak
H,4.59511985,peak
H,4.59511985,peak
H,1.08797389,peak
H,2.806015015,peak
H,4.59511985,peak
H,4.59511985,peak
H,4.59511985,peak
H,0.401300171,peak
H,1.550597412,peak
H,0.994622575,peak
H,3.17805383,peak
H,4.59511985,peak
H,4.59511985,peak
H,4.59511985,peak
H,0.072031128,peak
H,4.59511985,peak
H,2.164326874,peak
H,4.59511985,peak
H,4.59511985,peak
H,4.59511985,peak
H,2.060457164,peak
H,2.649821696,peak
H,4.59511985,peak
H,0.929628943,peak
H,0.553727645,peak
H,0.468378934,peak
H,0.156317528,peak
H,4.59511985,peak
H,3.009467302,peak
H,4.59511985,peak
H,0.116130338,peak
H,1.564513101,peak
H,0.527929194,peak
H,1.098612289,peak
H,3.377690934,peak
H,2.197224577,peak
H,-1.130873151,peak
H,3.009467302,peak
H,-0.401300171,peak
H,4.59511985,peak
H,3.152319008,peak
H,3.511030638,peak
H,2.060457164,peak
H,1.557539474,peak
H,2.301485588,peak
H,2.769405696,peak
H,4.59511985,peak
H,-1.550597412,peak
H,0.610259521,peak
H,3.623314766,peak
H,1.417842719,peak
H,3.152319008,peak
H,-1.688296487,peak
H,4.59511985,peak
H,0.430529077,peak
H,4.59511985,peak
H,4.59511985,peak
H,1.536806468,peak
H,2.254058052,peak
H,1.324925415,peak
H,1.386294361,peak
H,-0.056014642,peak
H,4.59511985,peak
H,4.59511985,peak
H,-0.008000043,peak
H,2.987364024,peak
H,2.541494124,peak
H,3.705408756,peak
H,3.748992436,peak
H,3.748992436,peak
H,1.009897043,peak
H,4.59511985,peak
H,2.61782511,peak
H,4.59511985,peak
H,4.59511985,peak
H,3.204412763,peak
H,0.384674338,peak
H,1.543686535,peak
H,1.254049142,peak
H,4.59511985,peak
H,-1.29504569,peak
H,2.733941615,peak
H,-1.343104428,peak
H,3.17805383,peak
H,1.056389658,peak
H,-0.409633518,peak
H,4.59511985,peak
H,3.259135499,peak
H,-1.529956845,peak
H,2.121757746,peak
H,-0.144249609,peak
H,3.748992436,peak
H,3.409496184,peak
H,4.59511985,peak
H,3.547151294,peak
H,-0.281851152,peak
H,3.409496184,peak
H,-0.523646312,peak
H,2.571428862,peak
H,2.526809141,peak
H,1.63607387,peak
H,0.934562498,peak
H,3.009467302,peak
H,1.936798469,peak
H,-1.312911815,peak
H,1.832001586,peak
H,-0.833052605,peak
H,0.306374205,peak
H,2.415478143,peak
H,2.61782511,peak
H,1.543686535,peak
H,2.338303176,peak
H,2.88300718,peak
H,-0.84729786,peak
H,2.751535313,peak
H,0.401300171,peak
H,1.437066686,peak
H,2.987364024,peak
H,1.437066686,peak
H,2.132266681,peak
H,2.633712581,peak
H,2.88300718,peak
H,1.277359678,peak
H,-1.585627264,peak
H,1.665687458,peak
H,0.880858057,peak
H,0.939506688,peak
H,2.571428862,peak
H,0.558044696,peak
H,-1.424225583,peak
H,0.355703599,peak
H,0.74001895,peak
H,-0.708185058,peak
H,0.944461609,peak
H,0.434719179,peak
H,2.571428862,peak
H,0.74001895,peak
H,2.469836397,peak
H,-1.29504569,peak
H,0.468378934,peak
H,-0.351577227,peak
H,0.184521778,peak
H,2.142863368,peak
H,0.355703599,peak
H,0.493794877,peak
H,0.944461609,peak
H,0.645519132,peak
H,-0.523646312,peak
H,-0.68117099,peak
H,-1.191448348,peak
H,-1.621486251,peak
H,-1.564513101,peak
H,1.430633479,peak
H,-1.550597412,peak
H,-1.312911815,peak
H,2.350827762,peak
H,-1.324925415,peak
H,-1.557539474,peak
H,-1.045968555,peak
H,-0.597132527,peak
H,-0.498045897,peak
H,-0.417980916,peak
H,-1.509587053,peak
H,-1.680721153,peak
H,1.614245614,peak
H,0.277772344,peak
H,-0.305429418,peak
H,-0.74001895,peak
H,2.512305624,peak
H,-0.527929194,peak
H,3.409496184,peak
H,4.59511985,peak
H,0.447312218,peak
H,2.666159259,peak
H,-0.008000043,peak
H,2.682732393,peak
H,1.63607387,peak
H,0.959391716,peak
H,-0.885690291,peak
H,2.716615564,peak
H,3.584547216,peak
H,1.125459539,peak
H,2.289455802,peak
H,2.350827762,peak
H,2.050518502,peak
H,1.045968555,peak
H,0.592767995,peak
H,-0.84729786,peak
H,0.74001895,peak
H,3.34680331,peak
H,2.142863368,peak
H,-0.253346433,peak
H,2.556365614,peak
H,-0.302280872,peak
H,1.857454728,peak
H,2.289455802,peak
H,2.806015015,peak
H,-0.120144312,peak
H,0.627842082,peak
H,1.430633479,peak
H,0.459940243,peak
H,2.428836968,peak
H,2.987364024,peak
H,0.426342693,peak
H,2.175197255,peak
H,0.536509219,peak
H,-0.880858057,peak
H,1.50285565,peak
H,1.91875916,peak
H,2.751535313,peak
H,3.99921955,peak
H,0.422159987,peak
H,2.376272809,peak
H,3.547151294,peak
H,-0.989554911,peak
H,-1.456521039,peak
H,-0.136210205,peak
H,1.29504569,peak
H,-0.156317528,peak
H,1.982994352,peak
H,3.102603276,peak
H,2.843851742,peak
H,0.2614797,peak
H,0.663294217,peak
H,-1.093286044,peak
H,2.733941615,peak
H,3.078568279,peak
H,3.078568279,peak
H,1.614245614,peak
H,1.50285565,peak
H,0.852064314,peak
H,0.343333327,peak
H,1.405150985,peak
H,4.119037175,peak
H,-0.172425929,peak
H,-0.172425929,peak
H,2.289455802,peak
H,2.186162518,peak
H,1.550597412,peak
H,3.17805383,peak
H,-0.10810516,peak
H,0.02800183,peak
H,2.512305624,peak
H,1.742465823,peak
H,1.892145802,peak
H,1.719000115,peak
H,1.964322637,peak
H,0.954404025,peak
H,0.994622575,peak
H,-0.144249609,peak
H,-1.13630181,peak
H,0.929628943,peak
H,1.355332136,peak
H,-1.398841577,peak
H,-0.253346433,peak
H,0.376381214,peak
H,0.224943732,peak
H,2.338303176,peak
H,2.497978731,peak
H,2.863258522,peak
H,2.111334905,peak
H,-0.16034265,peak
H,0.814182252,peak
H,2.289455802,peak
H,1.964322637,peak
H,-0.924705929,peak
H,-0.814182252,peak
H,2.442347035,peak
H,1.283235342,peak
H,-1.103952755,peak
H,2.197224577,peak
H,1.082675696,peak
H,-0.523646312,peak
H,-0.23304908,peak
H,4.329720682,peak
H,1.040777514,peak
H,0.959391716,peak
H,1.15267951,peak
H,-0.717244732,peak
H,1.790593288,peak
H,2.428836968,peak
H,0.804798547,peak
H,1.742465823,peak
H,2.121757746,peak
H,4.18459144,peak
H,-1.025281016,peak
H,3.794467217,peak
H,-0.67669206,peak
H,3.152319008,peak
H,-0.024001152,peak
H,1.365710689,peak
H,1.523137304,peak
H,0.861624753,peak
H,-0.208754814,peak
H,-0.124159253,peak
H,-0.795448359,peak
H,-0.72633273,peak
H,1.082675696,peak
H,2.402266864,peak
H,0.685656509,peak
H,2.965693764,peak
H,-0.959391716,peak
H,0.176456437,peak
H,2.325906528,peak
H,2.699548556,peak
H,1.21396637,peak
H,0.434719179,peak
H,-2.164326874,peak
H,-1.734601055,peak
H,-1.509587053,peak
H,-1.437066686,peak
H,-1.456521039,peak
H,-1.523137304,peak
H,-1.614245614,peak
H,-1.550597412,peak
H,-1.643421765,peak
H,-1.082675696,peak
H,-1.982994352,peak
H,-1.63607387,peak
H,-1.992430165,peak
H,-1.650806341,peak
H,-1.680721153,peak
H,-1.509587053,peak
H,-1.496152942,peak
H,-1.711262773,peak
H,-0.87603547,peak
H,-1.782457077,peak
H,-2.030866872,peak
H,0.343333327,peak
H,-1.456521039,peak
H,-1.578556599,peak
H,-1.658228077,peak
H,-1.711262773,peak
H,-1.848917883,peak
H,-1.141745659,peak
H,-1.766324572,peak
H,-1.147204844,peak
H,-1.41148461,peak
H,-1.300980777,peak
H,-1.543686535,peak
H,-1.936798469,peak
H,1.231036874,peak
H,-1.035599321,peak
H,-1.557539474,peak
H,-0.579707068,peak
H,-1.277359678,peak
H,-1.330963716,peak
H,1.69591151,peak
H,-0.397138665,peak
H,2.231011575,peak
H,-1.424225583,peak
H,-1.040777514,peak
H,1.450010176,peak
H,2.121757746,peak
H,-0.515094574,peak
H,-1.557539474,peak
H,-1.509587053,peak
H,-0.619039208,peak
H,-1.536806468,peak
H,-1.01501272,peak
H,-1.476213692,peak
H,-1.248268579,peak
H,0.040005335,peak
H,-1.443525489,peak
H,-1.191448348,peak
H,-1.688296487,peak
H,-1.857454728,peak
H,0.080042708,peak
H,-0.318669644,peak
H,-1.004793533,peak
H,-0.712711386,peak
H,-0.290015796,peak
H,-1.973625549,peak
H,-1.277359678,peak
H,-1.456521039,peak
H,-1.650806341,peak
H,-1.680721153,peak
H,-1.529956845,peak
H,4.59511985,peak
H,2.923583166,peak
H,-0.355703599,peak
H,4.59511985,peak
H,4.59511985,peak
H,-0.540806456,peak
H,4.59511985,peak
H,1.564513101,peak
H,4.59511985,peak
H,2.633712581,peak
H,4.59511985,peak
H,1.59273108,peak
H,1.909829572,peak
H,4.59511985,peak
H,4.59511985,peak
H,-0.438913042,peak
H,4.59511985,peak
H,4.59511985,peak
H,4.59511985,peak
H,0.092064973,peak
H,4.59511985,peak
H,0.430529077,peak
H,0.809486173,peak
H,1.807009032,peak
H,1.790593288,peak
H,4.59511985,peak
H,4.59511985,peak
H,0.964390527,peak
H,0.326879837,peak
H,4.59511985,peak
H,4.59511985,peak
H,0.016000341,peak
H,4.59511985,peak
H,4.59511985,peak
H,4.59511985,peak
H,4.59511985,peak
H,4.59511985,peak
H,2.61782511,peak
H,4.59511985,peak
H,1.265666373,peak
H,-0.994622575,peak
H,4.59511985,peak
H,-0.196631102,peak
H,1.848917883,peak
H,4.59511985,peak
H,4.59511985,peak
H,1.147204844,peak
H,4.59511985,peak
H,4.59511985,peak
H,4.59511985,peak
H,2.376272809,peak
H,1.456521039,peak
H,4.59511985,peak
H,1.361479192,peak
H,4.59511985,peak
H,4.59511985,peak
H,4.59511985,peak
H,4.59511985,peak
H,0.100083459,peak
H,3.17805383,peak
H,1.643421765,peak
H,0.196631102,peak
H,-0.285932291,peak
H,-0.14827104,peak
H,-1.509587053,peak
H,-1.807009032,peak
H,-1.766324572,peak
H,-1.482832288,peak
H,-0.924705929,peak
H,1.21396637,peak
H,-0.667753732,peak
H,-0.753771802,peak
H,-1.098612289,peak
H,2.142863368,peak
H,-1.621486251,peak
H,-0.900245742,peak
H,-0.641090819,peak
H,-0.128175193,peak
H,-0.220893832,peak
H,0.62343772,peak
H,-1.343104428,peak
H,-1.758326961,peak
H,-1.578556599,peak
H,-2.080567034,peak
H,-1.658228077,peak
H,-2.313634929,peak
H,-1.982994352,peak
H,-2.021151266,peak
H,-1.536806468,peak
H,-1.719000115,peak
H,-2.060457164,peak
H,-1.955084525,peak
H,-1.848917883,peak
H,-2.142863368,peak
H,-2.132266681,peak
H,-2.021151266,peak
H,-1.734601055,peak
H,-1.726779349,peak
H,-2.050518502,peak
H,-1.964322637,peak
H,-2.313634929,peak
H,-1.883389792,peak
H,-2.060457164,peak
H,-1.857454728,peak
H,-1.945910149,peak
H,-1.973625549,peak
H,-0.253346433,peak
H,-1.91875916,peak
H,-1.782457077,peak
H,-1.18029032,peak
H,-1.469622493,peak
H,-1.60703983,peak
H,-1.936798469,peak
H,-1.489780406,peak
H,-1.230032472,peak
H,-0.08669644,peak
H,-0.563060368,peak
H,2.68188765,peak
H,-0.741133553,peak
H,-0.604864444,peak
H,-1.479326741,peak
H,-1.697889231,peak
H,4.59511985,peak
H,-0.308356203,peak
H,2.246230624,peak
H,1.779182318,peak
H,-0.646297439,peak
H,-1.347464818,peak
H,-0.067867874,peak
H,-0.98989006,peak
H,-1.576315776,peak
H,1.792849594,peak
H,0.409887588,peak
H,0.914394674,peak
H,1.278946109,peak
H,-1.648832762,peak
H,-1.580334297,peak
H,-1.558926216,peak
H,2.53210632,peak
H,-0.82881237,peak
H,1.480918632,peak
H,1.890541628,peak
H,2.310903034,peak
H,2.627065493,peak
H,1.240817267,peak
H,4.59511985,peak
H,1.573608719,peak
H,1.664903267,peak
H,1.774733364,peak
H,1.803952207,peak
H,1.882391068,peak
H,2.120144435,peak
H,-0.943679196,peak
H,2.568445914,peak
H,-1.120968076,peak
H,2.755740609,peak
H,2.577491916,peak
H,-0.143581496,peak
H,-0.103688128,peak
H,-0.178878159,peak
H,2.758433201,peak
H,1.719771392,peak
H,-0.572303294,peak
H,-1.147718172,peak
H,-1.500976696,peak
H,-1.83832661,peak
H,2.978937439,peak
H,1.419853591,peak
H,2.021725889,peak
H,2.421312047,peak
H,2.011278289,peak
H,2.083237227,peak
H,1.126778749,peak
H,2.098626113,peak
H,2.972560029,peak
H,2.287349578,peak
H,2.544451968,peak
H,1.584974715,peak
H,2.268166563,peak
H,0.67256525,peak
H,1.906820082,peak
H,1.078291341,peak
H,1.671998658,peak
H,2.22561766,peak
H,2.742606792,peak
H,2.209606272,peak
H,1.024971358,peak
H,2.54027414,peak
H,2.755661609,peak
H,1.536770953,peak
H,3.093187478,peak
H,3.489869783,peak
H,3.097679086,peak
H,4.59511985,peak
H,4.59511985,peak
H,4.59511985,peak
H,2.770951255,peak
H,2.507529126,peak
H,2.958687406,peak
H,2.951868642,peak
H,3.17619062,peak
H,2.183424022,peak
H,4.59511985,peak
H,4.59511985,peak
H,2.582587452,peak
H,-1.417217848,peak
H,1.456030413,peak
H,2.829506269,peak
H,-1.313883855,peak
H,2.333041437,peak
H,2.025604153,peak
H,0.562970614,peak
H,0.181664383,peak
H,0.724555641,peak
H,1.322445085,peak
H,-0.925203563,peak
H,0.272093189,peak
H,-0.158723483,peak
H,0.231036358,peak
H,-1.400434872,peak
H,-1.074937199,peak
H,-0.837757625,peak
H,-1.418728106,peak
H,-0.814117465,peak
H,2.421597067,peak
H,3.154858526,peak
H,2.732319531,peak
H,3.154858526,peak
H,2.732319531,peak
H,3.065642644,peak
