Sample	posterior	likelihood	prior	lambda	treeHeightLogger	clockRate
0	-30126.0141798777	-30040.115810134896	-85.89836974280371	0.1	0.2614109334169063	0.01
500	-26960.81346520296	-26970.56201657051	9.748551367552192	3.573356032046949	0.7832957164732179	0.01068464417786585
1000	-26293.596630986827	-26306.310688222333	12.714057235504388	4.766740289310992	1.3131595030654273	0.008755303383166269
1500	-25998.426473957952	-26010.966120461653	12.539646503702441	4.662334553108833	1.8745827648826967	0.009300713661513397
2000	-25893.600901403133	-25899.73644264347	6.135541240336003	2.6142783385317707	3.4865808444973263	0.009699990596739053
2500	-25848.10126957327	-25856.02197334511	7.920703771835713	3.4210315259394384	3.244939099506213	0.010939404152285155
3000	-25657.815045155206	-25666.283938958015	8.46889380280914	3.099162462117849	3.138909091027477	0.009757028372073737
3500	-25640.34879194647	-25650.616526094836	10.267734148366348	4.49881306056585	2.797202270112041	0.009579800107971083
4000	-25612.05761396153	-25618.981821922476	6.924207960946932	2.793128520213891	3.5720579742586125	0.010016370402746696
4500	-25594.507682450625	-25599.17488803667	4.66720558604486	3.024608780644597	3.823668268487959	0.010709098852873918
5000	-25576.333058119668	-25580.654547059276	4.321488939606031	3.0175006696280824	3.865206886260607	0.010182215051040281
5500	-25579.481615278437	-25582.950572322006	3.468957043569504	2.387952078846113	3.9944906722511755	0.00911174049587442
6000	-25568.68751329387	-25575.133146730528	6.445633436659838	2.279780362363484	3.54413310619888	0.008992531866972351
6500	-25566.157396271443	-25565.85864497123	-0.2987513002126434	1.6614018273125382	4.106847406728782	0.008762089432545821
7000	-25555.998687898973	-25561.992270712642	5.993582813668163	2.091380970169685	3.4996360933650643	0.0099577827392403
7500	-25554.83271408544	-25556.19307774764	1.3603636621984094	2.6929031553803795	4.224241164064908	0.008473392642788069
8000	-25550.834517923646	-25555.71711504394	4.882597120294495	2.7517120318701864	3.8532873938860814	0.009767199393974942
8500	-25546.47429626209	-25553.358019459625	6.88372319753366	4.163623676910552	3.4684145167805958	0.010350521917588482
9000	-25544.468966030036	-25553.140405824775	8.6714397947405	3.2739478383169747	3.4220909384123415	0.010857414424081375
9500	-25544.497519325887	-25554.28678225687	9.78926293098337	3.3176418092974242	3.2699891302217	0.011323967680525427
10000	-25542.7352510209	-25548.55959550508	5.8243444841840155	3.6701315885060906	3.6569542940095054	0.009651599338741624
10500	-25537.253109085334	-25550.520107773165	13.266998687830812	3.6009451741744636	2.841723608521114	0.012030780561044795
11000	-25536.018514512467	-25548.8577360242	12.839221511733284	5.1356280889251495	2.747632068857093	0.011734364496978044
11500	-25543.417754244445	-25551.154355256924	7.736601012478207	3.149988744975379	3.4894210264347203	0.010920722383101938
12000	-25546.667767079118	-25551.669944462687	5.002177383569812	4.342530481630818	3.546734199844412	0.01029781517845218
12500	-25553.816544856843	-25555.77540423558	1.9588593787382989	1.9938545818254492	4.008090437091605	0.011092559876348962
13000	-25545.95718952996	-25549.662589548607	3.7054000186479996	2.630732690000535	3.9739600346420114	0.010906934202405457
13500	-25551.68647596535	-25554.384873234987	2.6983972696364513	2.3299872313999916	4.06889550029014	0.010215652659236265
14000	-25546.726010503266	-25554.5587655046	7.832755001335358	3.707738081217497	3.4553409163671835	0.010978315134144
14500	-25544.781171708983	-25549.848211008917	5.067039299933111	1.8832487931158668	3.4465511789388446	0.011458209254021414
15000	-25544.947383210172	-25548.079229055078	3.131845844906234	3.1809505121673394	4.016761237054287	0.009562373840767387
15500	-25539.128919075352	-25548.268601690346	9.139682614995614	3.2718999842545036	3.3567717850601504	0.012391116190072576
